Cryptocurrency,Arbitrage data,Indexes
bnb,"defaultdict(<class 'list'>, {'bigone': [1.57, 1.45, 1.4, 1.36, 1.35, 1.31, 1.19, 1.17, 1.13, 1.12, 1.12, 1.11], 'btse': [0.61, 0.49, 0.43, 0.4, 0.38, 0.35, 0.22, 0.2, 0.17, 0.16, 0.15, 0.14], 'fastex': [0.58, 0.46, 0.41, 0.37, 0.36, 0.32, 0.2, 0.18, 0.14, 0.13, 0.12, 0.11], 'oceanex': [0.58, 0.46, 0.4, 0.37, 0.35, 0.31, 0.19, 0.17, 0.13, 0.12, 0.12, 0.11], 'binance': [0.57, 0.45, 0.39, 0.36, 0.34, 0.31, 0.18, 0.16, 0.12, 0.11, 0.11, 0.1], 'bybit-spot': [0.56, 0.44, 0.39, 0.35, 0.34, 0.3, 0.18, 0.16, 0.12, 0.11, 0.11, 0.1], 'bingx': [0.55, 0.43, 0.38, 0.34, 0.33, 0.29, 0.17, 0.15, 0.11, 0.1, 0.1, 0.08], 'kucoin': [0.51, 0.4, 0.34, 0.3, 0.29, 0.25, 0.13, 0.11, 0.07, 0.06, 0.06, 0.05], 'probit': [0.49, 0.38, 0.32, 0.28, 0.27, 0.23, 0.11, 0.09, 0.05, 0.04, 0.04, 0.03], 'bitrue': [0.49, 0.37, 0.31, 0.27, 0.26, 0.22, 0.1, 0.08, 0.04, 0.03, 0.03, 0.02], 'huobipro': [0.48, 0.36, 0.31, 0.27, 0.26, 0.22, 0.1, 0.08, 0.04, 0.03, 0.03, 0.01], 'bitget': [0.48, 0.36, 0.3, 0.27, 0.25, 0.22, 0.09, 0.07, 0.03, 0.02, 0.02, 0.01]})","phemex-spot,poloniex,cryptology,latoken,okx,nonkyc,xeggex,binance-us,digifinex,mxc,tidex,bydfi"
solana,"defaultdict(<class 'list'>, {'coinlist': [1.36, 0.6, 0.58, 0.56, 0.56, 0.55, 0.55, 0.54, 0.52, 0.5, 0.45, 0.41], 'exmo': [1.32, 0.56, 0.54, 0.53, 0.52, 0.52, 0.52, 0.51, 0.49, 0.46, 0.42, 0.23], 'kraken': [1.14, 0.38, 0.36, 0.35, 0.34, 0.34, 0.34, 0.33, 0.31, 0.28, 0.24, 0.2], 'coinbasepro': [1.12, 0.36, 0.34, 0.32, 0.32, 0.31, 0.31, 0.3, 0.28, 0.26, 0.21, 0.04], 'binance': [0.96, 0.19, 0.17, 0.16, 0.16, 0.15, 0.15, 0.14, 0.12, 0.1, 0.05, 0.04], 'bybit-spot': [0.96, 0.19, 0.17, 0.16, 0.16, 0.15, 0.15, 0.14, 0.12, 0.1, 0.05, 0.04], 'coinex': [0.96, 0.19, 0.17, 0.16, 0.16, 0.15, 0.15, 0.14, 0.12, 0.1, 0.05, 0.03], 'bingx': [0.95, 0.19, 0.17, 0.16, 0.15, 0.14, 0.14, 0.14, 0.12, 0.09, 0.05, 0.03], 'binance-us': [0.95, 0.18, 0.16, 0.15, 0.14, 0.14, 0.14, 0.13, 0.11, 0.08, 0.04, 0.01], 'bitmart': [0.93, 0.16, 0.14, 0.13, 0.12, 0.12, 0.12, 0.11, 0.09, 0.06, 0.02, -0.01], 'okx': [0.92, 0.16, 0.14, 0.12, 0.12, 0.11, 0.11, 0.1, 0.08, 0.06, 0.01, 0.0], 'gateio': [0.91, 0.14, 0.12, 0.11, 0.11, 0.1, 0.1, 0.09, 0.07, 0.04, 0.44, 0.0]})","bitmex-spot,lbank,mxc,bydfi,bitget,crypto-com,kucoin,phemex-spot,bitmax,huobipro,gateio,okx"
lido-staked-ether,"defaultdict(<class 'list'>, {'okx': [0.4, 0.39, 0.1, 0.01, -0.03, -0.39, -0.4, 0.0], 'bingx': [0.4, 0.39, 0.03, -0.02, -0.32, -0.39, -0.01, 0.0], 'bybit-spot': [0.39, 0.32, 0.02, -0.31, -0.32, 0.01, -0.01, 0.0], 'mxc': [0.32, 0.3, -0.29, -0.31, 0.01, -0.01, -0.08, 0.0], 'bitget': [0.31, 0.29, -0.29, 0.08, 0.01, -0.08, -0.1, 0.0], 'huobipro': [0.29, -0.003, 0.1, 0.08, -0.07, -0.09, -0.12, 0.0], 'latoken': [0.003, 0.12, 0.09, 0.07, -0.08, -0.11, -0.4, 0.0], 'gateio': [0.4, 0.11, 0.08, -0.01, -0.1, -0.4, -0.41, 0.0]})","gateio,latoken,huobipro,bitget,mxc,bybit-spot,bingx,okx"
ripple,"defaultdict(<class 'list'>, {'fatbtc': [39.7, 39.6, 39.6, 39.6, 39.6, 39.6, 39.6, 39.6, 39.6, 39.6, 39.6, 39.6], 'cex': [1.07, 0.89, 0.88, 0.85, 0.85, 0.85, 0.84, 0.84, 0.83, 0.83, 0.83, 0.82], 'bitstamp': [0.45, 0.27, 0.26, 0.23, 0.23, 0.23, 0.22, 0.22, 0.22, 0.21, 0.21, 0.2], 'coinsbit': [0.32, 0.14, 0.13, 0.1, 0.1, 0.1, 0.09, 0.09, 0.09, 0.08, 0.08, 0.07], 'btcturk-pro': [0.32, 0.14, 0.13, 0.1, 0.1, 0.1, 0.09, 0.09, 0.09, 0.08, 0.08, 0.07], 'coinbasepro': [0.3, 0.12, 0.11, 0.08, 0.08, 0.08, 0.07, 0.07, 0.07, 0.06, 0.06, 0.05], 'xeggex': [0.28, 0.1, 0.09, 0.07, 0.07, 0.06, 0.06, 0.05, 0.05, 0.04, 0.04, 0.04], 'okx': [0.28, 0.1, 0.09, 0.06, 0.06, 0.06, 0.05, 0.05, 0.04, 0.04, 0.04, 0.03], 'binance-us': [0.28, 0.1, 0.09, 0.06, 0.06, 0.06, 0.05, 0.05, 0.04, 0.04, 0.04, 0.03], 'gateio': [0.28, 0.09, 0.08, 0.06, 0.06, 0.06, 0.05, 0.04, 0.04, 0.04, 0.04, 0.03], 'exmo': [0.27, 0.09, 0.08, 0.05, 0.05, 0.05, 0.05, 0.04, 0.04, 0.03, 0.03, 0.03], 'kraken': [0.27, 0.09, 0.08, 0.05, 0.05, 0.05, 0.04, 0.04, 0.03, 0.03, 0.03, 0.02]})","yobit,btcalpha,bitmax,fastex,bingx,bitget,crypto-com,kucoin,huobipro,phemex-spot,binance,oceanex"
dogecoin,"defaultdict(<class 'list'>, {'bingx': [0.69, 0.6, 0.54, 0.48, 0.36, 0.31, 0.28, 0.27, 0.27, 0.27, 0.26, 0.26], 'binance': [0.68, 0.59, 0.53, 0.48, 0.35, 0.3, 0.27, 0.26, 0.26, 0.26, 0.25, 0.25], 'bybit-spot': [0.67, 0.58, 0.52, 0.46, 0.33, 0.29, 0.26, 0.25, 0.25, 0.25, 0.24, 0.24], 'phemex-spot': [0.66, 0.57, 0.5, 0.45, 0.32, 0.27, 0.25, 0.24, 0.23, 0.23, 0.23, 0.23], 'exmo': [0.63, 0.54, 0.48, 0.42, 0.29, 0.25, 0.22, 0.21, 0.21, 0.21, 0.2, 0.2], 'bitmax': [0.62, 0.53, 0.46, 0.41, 0.28, 0.23, 0.21, 0.2, 0.19, 0.19, 0.18, 0.18], 'binance-us': [0.6, 0.51, 0.45, 0.4, 0.27, 0.22, 0.19, 0.18, 0.18, 0.18, 0.17, 0.17], 'btcturk-pro': [0.57, 0.48, 0.42, 0.36, 0.23, 0.18, 0.16, 0.15, 0.14, 0.14, 0.14, 0.14], 'coinlist': [0.55, 0.46, 0.39, 0.34, 0.21, 0.16, 0.14, 0.13, 0.12, 0.12, 0.12, 0.12], 'p2pb2b': [0.54, 0.45, 0.39, 0.33, 0.21, 0.16, 0.13, 0.12, 0.12, 0.12, 0.11, 0.11], 'bigone': [0.51, 0.42, 0.36, 0.31, 0.18, 0.13, 0.1, 0.09, 0.09, 0.09, 0.08, 0.08], 'coinw': [0.51, 0.42, 0.36, 0.31, 0.18, 0.13, 0.1, 0.09, 0.09, 0.09, 0.08, 0.08]})","coinbasepro,okx,yobit,probit,xeggex,mxc,fmfwio,bitget,oceanex,kraken,bydfi,lbank"
toncoin,"defaultdict(<class 'list'>, {'bitmax': [3.94, 0.99, 0.78, 0.78, 0.74, 0.71, 0.7, 0.42, 0.39, 0.33, 0.23, 0.21], 'cryptology': [3.66, 0.71, 0.5, 0.5, 0.46, 0.43, 0.42, 0.4, 0.36, 0.25, 0.22, -0.001], 'okx': [3.64, 0.69, 0.48, 0.48, 0.44, 0.41, 0.4, 0.37, 0.28, 0.23, 0.001, -0.01], 'coinsbit': [3.62, 0.66, 0.45, 0.45, 0.41, 0.38, 0.37, 0.29, 0.26, 0.01, -0.01, -0.05], 'bybit-spot': [3.54, 0.58, 0.37, 0.37, 0.33, 0.3, 0.29, 0.27, 0.05, 0.01, -0.04, -0.05], 'coinex': [3.52, 0.56, 0.35, 0.35, 0.31, 0.28, 0.27, 0.05, 0.04, -0.03, -0.05, -0.06], 'kucoin': [3.31, 0.35, 0.13, 0.13, 0.09, 0.07, 0.06, 0.05, 0.03, -0.04, -0.05, 0.0], 'gateio': [3.31, 0.35, 0.13, 0.13, 0.09, 0.07, 0.05, 0.04, -0.01, -0.04, 0.64, 0.0], 'bitmart': [3.3, 0.33, 0.12, 0.12, 0.08, 0.05, 0.04, 0.01, -0.01, 0.65, 0.36, 0.0], 'bitrue': [3.27, 0.3, 0.09, 0.09, 0.05, 0.02, 0.01, -0.001, 0.66, 0.37, 0.34, 0.0], 'mxc': [3.26, 0.29, 0.08, 0.08, 0.04, 0.01, 0.001, 0.69, 0.38, 0.34, 0.32, 0.0], 'huobipro': [3.26, 0.29, 0.08, 0.08, 0.04, 0.01, 0.7, 0.41, 0.36, 0.32, 0.23, 0.0]})","bigone,bingx,bitget,exmo,coinw,lbank,huobipro,mxc,bitrue,bitmart,gateio,kucoin"
cardano,"defaultdict(<class 'list'>, {'nonkyc': [5.8, 1.12, 0.57, 0.55, 0.55, 0.54, 0.53, 0.52, 0.52, 0.5, 0.5, 0.5], 'btcturk-pro': [5.78, 1.09, 0.55, 0.52, 0.52, 0.51, 0.51, 0.5, 0.49, 0.48, 0.48, 0.48], 'xeggex': [5.67, 0.99, 0.44, 0.42, 0.42, 0.4, 0.4, 0.39, 0.39, 0.37, 0.37, 0.37], 'coinsbit': [5.52, 0.83, 0.28, 0.26, 0.26, 0.25, 0.24, 0.23, 0.23, 0.21, 0.21, 0.21], 'kraken': [5.48, 0.78, 0.23, 0.21, 0.21, 0.2, 0.19, 0.18, 0.18, 0.16, 0.16, 0.16], 'okx': [5.41, 0.71, 0.16, 0.14, 0.14, 0.12, 0.12, 0.11, 0.11, 0.09, 0.09, 0.09], 'tidex': [5.41, 0.71, 0.16, 0.14, 0.14, 0.12, 0.12, 0.11, 0.11, 0.09, 0.09, 0.09], 'coinbasepro': [5.39, 0.69, 0.14, 0.11, 0.11, 0.1, 0.1, 0.09, 0.08, 0.07, 0.07, 0.07], 'bydfi': [5.39, 0.69, 0.14, 0.11, 0.11, 0.1, 0.1, 0.09, 0.08, 0.07, 0.07, 0.07], 'crypto-com': [5.38, 0.68, 0.13, 0.11, 0.11, 0.09, 0.09, 0.08, 0.08, 0.06, 0.06, 0.06], 'binance': [5.37, 0.66, 0.11, 0.09, 0.09, 0.08, 0.07, 0.07, 0.06, 0.05, 0.05, 0.05], 'bybit-spot': [5.37, 0.66, 0.11, 0.09, 0.09, 0.08, 0.07, 0.07, 0.06, 0.05, 0.05, 0.05]})","upbit,cex,bitrue,binance-us,gateio,btse,bitget,huobipro,bitmax,coinex,exmo,phemex-spot"
shiba-inu,"defaultdict(<class 'list'>, {'cex': [9.57, 9.5, 9.5, 9.46, 9.34, 9.3, 9.3, 9.17, 9.17, 9.15, 9.13, 9.13], 'xeggex': [1.81, 1.74, 1.74, 1.7, 1.56, 1.52, 1.52, 1.38, 1.38, 1.36, 1.34, 1.34], 'exmo': [0.79, 0.72, 0.72, 0.68, 0.54, 0.5, 0.5, 0.36, 0.36, 0.34, 0.32, 0.31], 'bigone': [0.76, 0.69, 0.69, 0.65, 0.51, 0.47, 0.47, 0.33, 0.33, 0.31, 0.29, 0.28], 'crypto-com': [0.69, 0.61, 0.61, 0.57, 0.43, 0.39, 0.39, 0.25, 0.25, 0.23, 0.21, 0.21], 'bybit-spot': [0.68, 0.6, 0.6, 0.56, 0.42, 0.38, 0.38, 0.24, 0.24, 0.22, 0.2, 0.2], 'binance': [0.66, 0.59, 0.59, 0.54, 0.41, 0.36, 0.36, 0.23, 0.23, 0.2, 0.18, 0.18], 'p2pb2b': [0.66, 0.59, 0.59, 0.54, 0.41, 0.36, 0.36, 0.23, 0.23, 0.2, 0.18, 0.18], 'kucoin': [0.66, 0.59, 0.59, 0.54, 0.41, 0.36, 0.36, 0.23, 0.23, 0.2, 0.18, 0.18], 'coinex': [0.64, 0.57, 0.57, 0.52, 0.39, 0.34, 0.34, 0.21, 0.21, 0.18, 0.16, 0.16], 'bingx': [0.61, 0.54, 0.54, 0.5, 0.36, 0.32, 0.32, 0.18, 0.18, 0.16, 0.14, 0.13], 'fastex': [0.61, 0.54, 0.54, 0.5, 0.36, 0.32, 0.32, 0.18, 0.18, 0.16, 0.14, 0.13]})","cryptology,binance-us,btcturk-pro,kraken,phemex-spot,indodax,okx,bitmax,gateio,bitget,mxc,coinw"
avalanche,"defaultdict(<class 'list'>, {'coinsbit': [0.68, 0.53, 0.38, 0.38, 0.38, 0.37, 0.36, 0.36, 0.36, 0.35, 0.35, 0.35], 'nonkyc': [0.55, 0.39, 0.24, 0.24, 0.24, 0.23, 0.23, 0.22, 0.22, 0.22, 0.22, 0.21], 'kraken': [0.54, 0.39, 0.24, 0.24, 0.24, 0.23, 0.22, 0.21, 0.21, 0.21, 0.21, 0.21], 'poloniex': [0.47, 0.32, 0.17, 0.17, 0.17, 0.15, 0.15, 0.14, 0.14, 0.14, 0.14, 0.14], 'bingx': [0.45, 0.3, 0.15, 0.15, 0.15, 0.14, 0.13, 0.12, 0.12, 0.12, 0.12, 0.12], 'latoken': [0.45, 0.3, 0.15, 0.15, 0.15, 0.14, 0.13, 0.12, 0.12, 0.12, 0.12, 0.12], 'bybit-spot': [0.44, 0.29, 0.14, 0.14, 0.14, 0.13, 0.12, 0.12, 0.11, 0.11, 0.11, 0.11], 'bigone': [0.42, 0.27, 0.12, 0.12, 0.12, 0.11, 0.1, 0.09, 0.09, 0.09, 0.09, 0.09], 'coinex': [0.42, 0.27, 0.12, 0.12, 0.12, 0.11, 0.1, 0.09, 0.09, 0.09, 0.09, 0.09], 'binance-us': [0.42, 0.27, 0.12, 0.12, 0.12, 0.11, 0.1, 0.09, 0.09, 0.09, 0.09, 0.09], 'coinlist': [0.4, 0.24, 0.1, 0.1, 0.1, 0.08, 0.08, 0.07, 0.07, 0.07, 0.07, 0.07], 'coinw': [0.4, 0.24, 0.09, 0.09, 0.09, 0.08, 0.08, 0.07, 0.07, 0.07, 0.06, 0.06]})","bitmax,xeggex,bitrue,btcturk-pro,mxc,fmfwio,btse,bitget,crypto-com,digifinex,bitmart,bydfi"
chainlink,"defaultdict(<class 'list'>, {'cex': [13.5, 12.6, 12.5, 12.5, 12.4, 12.4, 12.3, 12.2, 12.2, 12.2, 12.2, 12.2], 'poloniex': [1.63, 0.65, 0.55, 0.55, 0.44, 0.38, 0.27, 0.2, 0.2, 0.2, 0.2, 0.2], 'bybit-spot': [1.56, 0.58, 0.48, 0.47, 0.37, 0.31, 0.19, 0.13, 0.13, 0.13, 0.13, 0.12], 'phemex-spot': [1.56, 0.58, 0.47, 0.47, 0.37, 0.31, 0.19, 0.13, 0.13, 0.13, 0.13, 0.12], 'binance': [1.55, 0.57, 0.47, 0.46, 0.36, 0.3, 0.19, 0.12, 0.12, 0.12, 0.12, 0.12], 'binance-us': [1.54, 0.56, 0.46, 0.46, 0.35, 0.29, 0.18, 0.12, 0.11, 0.11, 0.11, 0.11], 'bitmax': [1.52, 0.54, 0.44, 0.43, 0.33, 0.27, 0.16, 0.09, 0.09, 0.09, 0.09, 0.09], 'btse': [1.51, 0.53, 0.43, 0.42, 0.32, 0.26, 0.15, 0.08, 0.08, 0.08, 0.08, 0.08], 'kraken': [1.5, 0.52, 0.42, 0.42, 0.31, 0.25, 0.14, 0.07, 0.07, 0.07, 0.07, 0.07], 'coinlist': [1.49, 0.51, 0.41, 0.4, 0.3, 0.24, 0.13, 0.06, 0.06, 0.06, 0.06, 0.06], 'probit': [1.49, 0.51, 0.41, 0.4, 0.3, 0.24, 0.13, 0.06, 0.06, 0.06, 0.06, 0.06], 'oceanex': [1.49, 0.5, 0.4, 0.4, 0.3, 0.24, 0.12, 0.06, 0.05, 0.05, 0.05, 0.05]})","bitmex-spot,btcturk-pro,nonkyc,okx,fmfwio,coinbasepro,bingx,coinex,bydfi,gateio,bitget,exmo"
