Cryptocurrency,Arbitrage data,Indexes
bnb,"defaultdict(<class 'list'>, {'bitmax': [1.85, 0.76, 0.67, 0.34, 0.22, 0.21, 0.21, 0.19, 0.19, 0.18, 0.18, 0.15], 'digifinex': [1.85, 0.76, 0.67, 0.34, 0.22, 0.21, 0.21, 0.19, 0.19, 0.18, 0.18, 0.15], 'kucoin': [1.85, 0.76, 0.67, 0.34, 0.22, 0.2, 0.2, 0.19, 0.19, 0.18, 0.18, 0.15], 'btse': [1.84, 0.76, 0.66, 0.33, 0.22, 0.2, 0.2, 0.18, 0.18, 0.18, 0.18, 0.14], 'bydfi': [1.83, 0.74, 0.65, 0.32, 0.2, 0.19, 0.19, 0.17, 0.17, 0.17, 0.17, 0.13], 'okx': [1.81, 0.73, 0.63, 0.3, 0.19, 0.17, 0.17, 0.15, 0.15, 0.15, 0.15, 0.11], 'bitrue': [1.81, 0.73, 0.63, 0.3, 0.19, 0.17, 0.17, 0.15, 0.15, 0.15, 0.15, 0.11], 'fastex': [1.81, 0.73, 0.63, 0.3, 0.19, 0.17, 0.17, 0.15, 0.15, 0.15, 0.15, 0.11], 'huobipro': [1.8, 0.71, 0.62, 0.29, 0.17, 0.16, 0.16, 0.14, 0.14, 0.14, 0.14, 0.1], 'bitget': [1.8, 0.71, 0.62, 0.29, 0.17, 0.16, 0.16, 0.14, 0.14, 0.13, 0.13, 0.1], 'cryptology': [1.79, 0.71, 0.61, 0.28, 0.17, 0.15, 0.15, 0.13, 0.13, 0.13, 0.13, 0.09], 'binance': [1.76, 0.68, 0.58, 0.25, 0.14, 0.12, 0.12, 0.1, 0.1, 0.1, 0.1, 0.06]})","bigone,latoken,binance-us,nonkyc,probit,mxc,gateio,phemex-spot,bitmart,tidex,poloniex,xeggex"
solana,"defaultdict(<class 'list'>, {'exmo': [4.82, 0.57, 0.5, 0.44, 0.38, 0.36, 0.31, 0.31, 0.3, 0.3, 0.29, 0.29], 'coinbasepro': [4.78, 0.53, 0.45, 0.39, 0.34, 0.31, 0.26, 0.26, 0.26, 0.25, 0.25, 0.24], 'okx': [4.71, 0.45, 0.38, 0.32, 0.26, 0.24, 0.19, 0.19, 0.18, 0.18, 0.17, 0.17], 'bitget': [4.64, 0.38, 0.31, 0.25, 0.19, 0.17, 0.12, 0.12, 0.11, 0.1, 0.1, 0.1], 'huobipro': [4.64, 0.38, 0.3, 0.24, 0.19, 0.16, 0.11, 0.11, 0.1, 0.1, 0.09, 0.09], 'gateio': [4.63, 0.37, 0.3, 0.24, 0.18, 0.16, 0.11, 0.11, 0.1, 0.09, 0.09, 0.09], 'coinex': [4.63, 0.37, 0.3, 0.24, 0.18, 0.16, 0.11, 0.11, 0.1, 0.09, 0.09, 0.09], 'crypto-com': [4.6, 0.33, 0.26, 0.2, 0.14, 0.12, 0.07, 0.07, 0.06, 0.06, 0.05, 0.05], 'bydfi': [4.59, 0.33, 0.25, 0.19, 0.14, 0.11, 0.06, 0.06, 0.06, 0.05, 0.04, 0.04], 'phemex-spot': [4.59, 0.33, 0.25, 0.19, 0.14, 0.11, 0.06, 0.06, 0.06, 0.05, 0.04, 0.04], 'bingx': [4.55, 0.29, 0.21, 0.15, 0.1, 0.08, 0.03, 0.03, 0.02, 0.01, 0.01, 0.005], 'bitmax': [4.55, 0.29, 0.21, 0.15, 0.1, 0.07, 0.02, 0.02, 0.01, 0.01, 0.002, 0.0]})","bitmex-spot,coinlist,binance-us,bitso,bitmart,lbank,kraken,mxc,kucoin,bybit-spot,binance,bitmax"
lido-staked-ether,"defaultdict(<class 'list'>, {'bybit-spot': [1.03, 0.95, 0.2, 0.04, -0.2, -0.79, -1.04, 0.0], 'mxc': [1.03, 0.79, 0.2, -0.16, -0.79, -0.88, -0.001, 0.0], 'okx': [0.87, 0.78, 0.16, -0.75, -0.87, 0.001, -0.16, 0.0], 'huobipro': [0.86, 0.74, -0.59, -0.83, 0.16, -0.16, -0.17, 0.0], 'bingx': [0.82, 0.58, -0.67, 0.17, 0.16, -0.17, -0.21, 0.0], 'bitget': [0.67, -0.08, 0.21, 0.17, -0.01, -0.21, -0.36, 0.0], 'gateio': [0.08, 0.36, 0.21, 0.01, -0.05, -0.36, -0.96, 0.0], 'latoken': [0.95, 0.36, 0.05, -0.04, -0.2, -0.95, -1.04, 0.0]})","latoken,gateio,bitget,bingx,huobipro,okx,mxc,bybit-spot"
ripple,"defaultdict(<class 'list'>, {'fatbtc': [24.1, 24.1, 24.1, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0, 24.0], 'xeggex': [0.44, 0.37, 0.37, 0.32, 0.31, 0.31, 0.29, 0.27, 0.27, 0.26, 0.26, 0.26], 'gateio': [0.39, 0.32, 0.32, 0.27, 0.26, 0.26, 0.24, 0.22, 0.21, 0.2, 0.2, 0.2], 'cex': [0.34, 0.27, 0.26, 0.22, 0.21, 0.21, 0.18, 0.17, 0.16, 0.15, 0.15, 0.15], 'coinbasepro': [0.3, 0.23, 0.22, 0.18, 0.17, 0.17, 0.14, 0.13, 0.12, 0.11, 0.11, 0.11], 'kraken': [0.3, 0.23, 0.22, 0.17, 0.17, 0.17, 0.14, 0.13, 0.12, 0.11, 0.11, 0.11], 'tidex': [0.28, 0.21, 0.21, 0.16, 0.15, 0.15, 0.13, 0.12, 0.11, 0.1, 0.1, 0.1], 'bitstamp': [0.27, 0.2, 0.19, 0.15, 0.14, 0.14, 0.11, 0.1, 0.09, 0.08, 0.08, 0.08], 'bybit-spot': [0.26, 0.19, 0.19, 0.14, 0.13, 0.13, 0.11, 0.09, 0.08, 0.07, 0.07, 0.07], 'huobipro': [0.26, 0.19, 0.19, 0.14, 0.13, 0.13, 0.1, 0.09, 0.08, 0.07, 0.07, 0.07], 'probit': [0.24, 0.17, 0.17, 0.12, 0.11, 0.11, 0.09, 0.07, 0.07, 0.06, 0.06, 0.06], 'fastex': [0.24, 0.17, 0.17, 0.12, 0.11, 0.11, 0.09, 0.07, 0.07, 0.06, 0.06, 0.06]})","bitso,bitget,btcturk-pro,crypto-com,okx,coinsbit,kucoin,bingx,oceanex,btcalpha,bitmax,bydfi"
dogecoin,"defaultdict(<class 'list'>, {'bydfi': [1.37, 0.71, 0.52, 0.51, 0.5, 0.45, 0.43, 0.36, 0.34, 0.34, 0.32, 0.32], 'fmfwio': [1.36, 0.71, 0.52, 0.5, 0.49, 0.45, 0.42, 0.35, 0.34, 0.33, 0.32, 0.32], 'digifinex': [1.31, 0.66, 0.47, 0.45, 0.44, 0.4, 0.37, 0.3, 0.29, 0.28, 0.27, 0.26], 'coinbasepro': [1.29, 0.63, 0.44, 0.43, 0.42, 0.37, 0.35, 0.28, 0.26, 0.26, 0.24, 0.24], 'p2pb2b': [1.25, 0.59, 0.4, 0.39, 0.38, 0.33, 0.31, 0.24, 0.22, 0.22, 0.2, 0.2], 'bigone': [1.23, 0.58, 0.39, 0.37, 0.36, 0.32, 0.29, 0.22, 0.21, 0.2, 0.19, 0.18], 'btcturk-pro': [1.21, 0.55, 0.36, 0.35, 0.34, 0.29, 0.27, 0.2, 0.18, 0.18, 0.16, 0.16], 'probit': [1.15, 0.5, 0.3, 0.29, 0.28, 0.23, 0.21, 0.14, 0.13, 0.12, 0.11, 0.1], 'kucoin': [1.14, 0.49, 0.3, 0.28, 0.28, 0.23, 0.2, 0.14, 0.12, 0.11, 0.1, 0.1], 'bitget': [1.13, 0.48, 0.29, 0.27, 0.26, 0.22, 0.19, 0.12, 0.11, 0.1, 0.09, 0.08], 'tidex': [1.13, 0.48, 0.28, 0.27, 0.26, 0.22, 0.19, 0.12, 0.11, 0.1, 0.09, 0.08], 'fastex': [1.13, 0.47, 0.28, 0.27, 0.26, 0.21, 0.18, 0.12, 0.1, 0.1, 0.08, 0.08]})","yobit,binance-us,bybit-spot,phemex-spot,oceanex,exmo,xeggex,crypto-com,okx,bingx,huobipro,kraken"
toncoin,"defaultdict(<class 'list'>, {'bitmax': [0.65, 0.64, 0.64, 0.64, 0.6, 0.59, 0.59, 0.59, 0.2, 0.15, 0.1, 0.09], 'bitmart': [0.28, 0.26, 0.26, 0.26, 0.22, 0.22, 0.22, 0.21, 0.17, 0.11, 0.1, 0.06], 'bigone': [0.25, 0.24, 0.24, 0.24, 0.2, 0.19, 0.19, 0.18, 0.13, 0.11, 0.06, 0.03], 'okx': [0.21, 0.2, 0.2, 0.2, 0.16, 0.15, 0.15, 0.14, 0.13, 0.07, 0.03, -0.003], 'exmo': [0.21, 0.2, 0.2, 0.2, 0.16, 0.15, 0.15, 0.14, 0.1, 0.04, 0.003, -0.01], 'coinex': [0.18, 0.16, 0.16, 0.16, 0.12, 0.12, 0.12, 0.11, 0.07, 0.01, -0.01, -0.04], 'coinw': [0.14, 0.13, 0.13, 0.13, 0.09, 0.09, 0.09, 0.08, 0.04, 0.01, -0.04, -0.05], 'huobipro': [0.12, 0.1, 0.1, 0.1, 0.06, 0.06, 0.06, 0.05, 0.04, -0.03, -0.05, 0.0], 'cryptology': [0.11, 0.1, 0.1, 0.1, 0.06, 0.05, 0.05, 0.05, 0.03, -0.04, 0.54, 0.0], 'bitget': [0.1, 0.09, 0.09, 0.09, 0.05, 0.04, 0.04, 0.04, -0.01, 0.54, 0.16, 0.0], 'kucoin': [0.08, 0.06, 0.06, 0.06, 0.02, 0.02, 0.02, 0.01, 0.55, 0.16, 0.13, 0.0], 'bingx': [0.07, 0.05, 0.05, 0.05, 0.01, 0.01, 0.01, 0.58, 0.17, 0.14, 0.09, 0.0]})","bybit-spot,coinsbit,gateio,mxc,lbank,crypto-com,bitrue,bingx,kucoin,bitget,cryptology,huobipro"
cardano,"defaultdict(<class 'list'>, {'bitmax': [1.21, 1.13, 0.54, 0.52, 0.51, 0.49, 0.49, 0.48, 0.47, 0.47, 0.47, 0.47], 'btse': [0.99, 0.9, 0.3, 0.29, 0.28, 0.26, 0.26, 0.25, 0.24, 0.24, 0.24, 0.24], 'tidex': [0.98, 0.89, 0.29, 0.28, 0.27, 0.25, 0.25, 0.24, 0.23, 0.23, 0.23, 0.23], 'xeggex': [0.97, 0.88, 0.29, 0.27, 0.27, 0.24, 0.24, 0.23, 0.22, 0.22, 0.22, 0.22], 'mxc': [0.95, 0.86, 0.27, 0.25, 0.25, 0.23, 0.23, 0.22, 0.21, 0.2, 0.2, 0.2], 'bybit-spot': [0.89, 0.8, 0.2, 0.19, 0.18, 0.16, 0.16, 0.15, 0.14, 0.14, 0.14, 0.14], 'huobipro': [0.87, 0.78, 0.19, 0.17, 0.17, 0.14, 0.14, 0.13, 0.12, 0.12, 0.12, 0.12], 'kraken': [0.86, 0.78, 0.18, 0.16, 0.16, 0.14, 0.14, 0.13, 0.12, 0.11, 0.11, 0.11], 'bydfi': [0.84, 0.75, 0.16, 0.14, 0.14, 0.11, 0.11, 0.1, 0.1, 0.09, 0.09, 0.09], 'phemex-spot': [0.84, 0.75, 0.16, 0.14, 0.14, 0.11, 0.11, 0.1, 0.1, 0.09, 0.09, 0.09], 'coinex': [0.82, 0.73, 0.14, 0.12, 0.11, 0.09, 0.09, 0.08, 0.07, 0.07, 0.07, 0.07], 'exmo': [0.82, 0.73, 0.14, 0.12, 0.11, 0.09, 0.09, 0.08, 0.07, 0.07, 0.07, 0.07]})","nonkyc,coinsbit,kucoin,bitget,bingx,p2pb2b,binance,crypto-com,oceanex,binance-us,coinbasepro,btcturk-pro"
shiba-inu,"defaultdict(<class 'list'>, {'coinbasepro': [1.05, 1.05, 0.73, 0.71, 0.68, 0.68, 0.63, 0.63, 0.63, 0.63, 0.63, 0.58], 'bitmax': [0.9, 0.9, 0.57, 0.55, 0.53, 0.53, 0.47, 0.47, 0.47, 0.47, 0.47, 0.42], 'bigone': [0.79, 0.79, 0.47, 0.44, 0.42, 0.42, 0.37, 0.37, 0.37, 0.37, 0.37, 0.32], 'kraken': [0.79, 0.79, 0.47, 0.44, 0.42, 0.42, 0.37, 0.37, 0.37, 0.37, 0.37, 0.32], 'binance': [0.63, 0.63, 0.31, 0.29, 0.26, 0.26, 0.21, 0.21, 0.21, 0.21, 0.21, 0.16], 'latoken': [0.63, 0.63, 0.31, 0.29, 0.26, 0.26, 0.21, 0.21, 0.21, 0.21, 0.21, 0.16], 'bingx': [0.63, 0.63, 0.31, 0.29, 0.26, 0.26, 0.21, 0.21, 0.21, 0.21, 0.21, 0.16], 'bitget': [0.6, 0.6, 0.28, 0.25, 0.23, 0.23, 0.18, 0.18, 0.18, 0.18, 0.18, 0.12], 'deepcoin': [0.58, 0.58, 0.26, 0.23, 0.21, 0.21, 0.16, 0.16, 0.16, 0.16, 0.16, 0.11], 'fastex': [0.58, 0.58, 0.26, 0.23, 0.21, 0.21, 0.16, 0.16, 0.16, 0.16, 0.16, 0.11], 'okx': [0.58, 0.58, 0.25, 0.23, 0.21, 0.21, 0.15, 0.15, 0.15, 0.15, 0.15, 0.1], 'kucoin': [0.55, 0.55, 0.23, 0.2, 0.18, 0.18, 0.13, 0.13, 0.13, 0.13, 0.13, 0.07]})","probit,indodax,cryptology,bybit-spot,exmo,binance-us,crypto-com,huobipro,gateio,p2pb2b,bydfi,btcturk-pro"
avalanche,"defaultdict(<class 'list'>, {'coinex': [0.8, 0.46, 0.46, 0.43, 0.42, 0.39, 0.36, 0.35, 0.35, 0.35, 0.34, 0.32], 'bitmart': [0.77, 0.44, 0.44, 0.4, 0.4, 0.36, 0.33, 0.33, 0.33, 0.32, 0.32, 0.29], 'kraken': [0.77, 0.44, 0.44, 0.4, 0.4, 0.36, 0.33, 0.33, 0.33, 0.32, 0.32, 0.29], 'whitebit': [0.75, 0.41, 0.41, 0.38, 0.37, 0.34, 0.31, 0.3, 0.3, 0.3, 0.29, 0.27], 'probit': [0.74, 0.4, 0.4, 0.37, 0.36, 0.33, 0.3, 0.29, 0.29, 0.29, 0.28, 0.26], 'binance-us': [0.74, 0.4, 0.4, 0.37, 0.36, 0.33, 0.3, 0.29, 0.29, 0.29, 0.28, 0.26], 'poloniex': [0.73, 0.39, 0.39, 0.36, 0.35, 0.32, 0.29, 0.28, 0.28, 0.28, 0.27, 0.25], 'mxc': [0.7, 0.36, 0.36, 0.33, 0.33, 0.29, 0.26, 0.26, 0.25, 0.25, 0.25, 0.22], 'bigone': [0.7, 0.36, 0.36, 0.33, 0.33, 0.29, 0.26, 0.26, 0.25, 0.25, 0.25, 0.22], 'xeggex': [0.68, 0.34, 0.34, 0.31, 0.31, 0.27, 0.24, 0.24, 0.23, 0.23, 0.23, 0.2], 'tidex': [0.67, 0.33, 0.33, 0.29, 0.29, 0.25, 0.23, 0.22, 0.22, 0.21, 0.21, 0.19], 'latoken': [0.67, 0.33, 0.33, 0.29, 0.29, 0.25, 0.23, 0.22, 0.22, 0.21, 0.21, 0.19]})","coinsbit,phemex-spot,lbank,nonkyc,p2pb2b,bydfi,bitget,digifinex,coinbasepro,kucoin,crypto-com,okx"
chainlink,"defaultdict(<class 'list'>, {'poloniex': [0.49, 0.48, 0.47, 0.46, 0.41, 0.38, 0.38, 0.38, 0.32, 0.31, 0.3, 0.3], 'btse': [0.38, 0.38, 0.36, 0.36, 0.31, 0.27, 0.27, 0.27, 0.21, 0.2, 0.2, 0.2], 'bybit-spot': [0.35, 0.35, 0.33, 0.33, 0.28, 0.24, 0.24, 0.24, 0.18, 0.17, 0.17, 0.17], 'kraken': [0.33, 0.32, 0.31, 0.3, 0.25, 0.22, 0.22, 0.22, 0.16, 0.15, 0.14, 0.14], 'gateio': [0.31, 0.31, 0.29, 0.28, 0.23, 0.2, 0.2, 0.2, 0.14, 0.13, 0.13, 0.12], 'exmo': [0.29, 0.29, 0.28, 0.27, 0.22, 0.19, 0.19, 0.19, 0.13, 0.12, 0.11, 0.11], 'binance': [0.29, 0.29, 0.28, 0.27, 0.22, 0.19, 0.19, 0.19, 0.12, 0.12, 0.11, 0.11], 'bitget': [0.28, 0.28, 0.26, 0.26, 0.21, 0.18, 0.18, 0.18, 0.11, 0.11, 0.1, 0.1], 'coinex': [0.28, 0.28, 0.26, 0.26, 0.21, 0.17, 0.17, 0.17, 0.11, 0.1, 0.1, 0.1], 'oceanex': [0.27, 0.27, 0.25, 0.25, 0.2, 0.16, 0.16, 0.16, 0.1, 0.09, 0.09, 0.09], 'bitrue': [0.25, 0.24, 0.23, 0.22, 0.17, 0.14, 0.14, 0.14, 0.08, 0.07, 0.06, 0.06], 'binance-us': [0.25, 0.24, 0.23, 0.22, 0.17, 0.14, 0.14, 0.14, 0.08, 0.07, 0.06, 0.06]})","nonkyc,fmfwio,crypto-com,okx,bitmax,kucoin,btcturk-pro,phemex-spot,bydfi,coinbasepro,probit,bingx"
