Cryptocurrency,Arbitrage data,Indexes
bnb,"defaultdict(<class 'list'>, {'latoken': [0.79, 0.79, 0.78, 0.75, 0.74, 0.72, 0.72, 0.49, 0.44, 0.34, 0.28, 0.27], 'xeggex': [0.78, 0.77, 0.76, 0.73, 0.72, 0.71, 0.7, 0.47, 0.42, 0.33, 0.26, 0.25], 'nonkyc': [0.73, 0.72, 0.71, 0.68, 0.67, 0.66, 0.65, 0.42, 0.37, 0.27, 0.21, 0.2], 'bitmax': [0.66, 0.66, 0.65, 0.62, 0.61, 0.6, 0.59, 0.36, 0.31, 0.21, 0.15, 0.14], 'phemex-spot': [0.63, 0.63, 0.61, 0.59, 0.58, 0.56, 0.55, 0.32, 0.28, 0.18, 0.12, 0.11], 'digifinex': [0.59, 0.59, 0.58, 0.55, 0.54, 0.53, 0.52, 0.29, 0.24, 0.14, 0.08, 0.07], 'bybit-spot': [0.59, 0.59, 0.58, 0.55, 0.54, 0.52, 0.52, 0.29, 0.24, 0.14, 0.08, 0.07], 'tidex': [0.59, 0.59, 0.57, 0.55, 0.54, 0.52, 0.51, 0.28, 0.24, 0.14, 0.08, 0.07], 'okx': [0.58, 0.57, 0.56, 0.53, 0.53, 0.51, 0.5, 0.27, 0.22, 0.13, 0.06, 0.05], 'bydfi': [0.56, 0.56, 0.54, 0.52, 0.51, 0.49, 0.48, 0.25, 0.21, 0.11, 0.05, 0.04], 'gateio': [0.56, 0.56, 0.54, 0.52, 0.51, 0.49, 0.48, 0.25, 0.21, 0.11, 0.05, 0.04], 'cryptology': [0.55, 0.55, 0.54, 0.51, 0.5, 0.48, 0.48, 0.25, 0.2, 0.1, 0.04, 0.03]})","bitget,poloniex,binance-us,probit,fastex,binance,bingx,bigone,huobipro,bitmart,btse,kucoin"
solana,"defaultdict(<class 'list'>, {'okx': [1.0, 0.71, 0.64, 0.4, 0.38, 0.34, 0.29, 0.27, 0.25, 0.24, 0.2, 0.18], 'kucoin': [1.0, 0.71, 0.64, 0.39, 0.37, 0.34, 0.29, 0.27, 0.25, 0.24, 0.2, 0.18], 'bitso': [0.98, 0.69, 0.62, 0.37, 0.35, 0.32, 0.27, 0.25, 0.23, 0.22, 0.18, 0.16], 'crypto-com': [0.96, 0.66, 0.6, 0.35, 0.33, 0.3, 0.25, 0.22, 0.2, 0.2, 0.15, 0.13], 'bydfi': [0.95, 0.66, 0.59, 0.34, 0.33, 0.29, 0.24, 0.22, 0.2, 0.19, 0.15, 0.13], 'mxc': [0.93, 0.64, 0.57, 0.33, 0.31, 0.27, 0.22, 0.2, 0.18, 0.17, 0.13, 0.11], 'gateio': [0.93, 0.64, 0.57, 0.33, 0.31, 0.27, 0.22, 0.2, 0.18, 0.17, 0.13, 0.11], 'bybit-spot': [0.91, 0.62, 0.56, 0.31, 0.29, 0.26, 0.2, 0.18, 0.16, 0.15, 0.11, 0.09], 'coinbasepro': [0.89, 0.6, 0.54, 0.29, 0.27, 0.24, 0.19, 0.16, 0.14, 0.13, 0.09, 0.07], 'bitmax': [0.88, 0.59, 0.53, 0.28, 0.26, 0.23, 0.18, 0.15, 0.13, 0.13, 0.08, 0.06], 'phemex-spot': [0.87, 0.58, 0.52, 0.27, 0.25, 0.22, 0.17, 0.14, 0.12, 0.11, 0.07, 0.05], 'bitmart': [0.82, 0.53, 0.47, 0.22, 0.2, 0.17, 0.11, 0.09, 0.07, 0.06, 0.02, 0.0]})","bitget,binance,bingx,binance-us,coinlist,bitmex-spot,exmo,huobipro,coinex,kraken,lbank,bitmart"
lido-staked-ether,"defaultdict(<class 'list'>, {'bybit-spot': [1.56, 0.74, 0.7, 0.01, -0.33, -0.74, -1.49, 0.0], 'mxc': [1.47, 0.74, 0.33, -0.33, -0.37, -1.48, -0.09, 0.0], 'okx': [1.46, 0.37, 0.33, -0.36, -1.11, 0.09, -0.1, 0.0], 'bingx': [1.09, 0.36, -0.04, -1.1, 0.1, -0.01, -0.47, 0.0], 'bitget': [1.09, 0.04, -0.77, 0.47, 0.01, -0.38, -0.47, 0.0], 'latoken': [0.77, -0.73, 0.47, 0.38, -0.37, -0.38, -0.8, 0.0], 'gateio': [0.73, 0.8, 0.38, 0.37, -0.37, -0.71, -0.84, 0.0], 'huobipro': [0.83, 0.7, 0.37, -0.01, -0.7, -0.75, -1.58, 0.0]})","huobipro,gateio,latoken,bitget,bingx,okx,mxc,bybit-spot"
ripple,"defaultdict(<class 'list'>, {'fatbtc': [22.8, 21.0, 20.5, 20.4, 20.4, 20.4, 20.3, 20.3, 20.3, 20.3, 20.3, 20.2], 'kucoin': [4.4, 2.11, 1.46, 1.37, 1.35, 1.34, 1.32, 1.27, 1.26, 1.23, 1.21, 1.2], 'bydfi': [4.34, 2.06, 1.4, 1.31, 1.29, 1.29, 1.27, 1.22, 1.2, 1.17, 1.15, 1.14], 'exmo': [4.21, 1.92, 1.26, 1.18, 1.15, 1.15, 1.13, 1.08, 1.07, 1.03, 1.02, 1.01], 'coinbasepro': [3.85, 1.55, 0.89, 0.8, 0.78, 0.78, 0.76, 0.71, 0.69, 0.66, 0.64, 0.63], 'oceanex': [3.56, 1.25, 0.59, 0.5, 0.48, 0.48, 0.46, 0.41, 0.4, 0.36, 0.34, 0.33], 'xeggex': [3.53, 1.23, 0.56, 0.48, 0.46, 0.45, 0.43, 0.38, 0.37, 0.33, 0.32, 0.31], 'coinsbit': [3.48, 1.17, 0.51, 0.42, 0.4, 0.4, 0.37, 0.33, 0.31, 0.28, 0.26, 0.25], 'gateio': [3.47, 1.16, 0.5, 0.41, 0.39, 0.39, 0.36, 0.32, 0.3, 0.27, 0.25, 0.24], 'bybit-spot': [3.37, 1.06, 0.39, 0.3, 0.28, 0.28, 0.26, 0.21, 0.2, 0.16, 0.14, 0.13], 'btcturk-pro': [3.35, 1.04, 0.37, 0.29, 0.26, 0.26, 0.24, 0.19, 0.18, 0.14, 0.13, 0.12], 'bitso': [3.34, 1.03, 0.37, 0.28, 0.26, 0.25, 0.23, 0.18, 0.17, 0.13, 0.12, 0.11]})","cex,okx,bitget,fastex,crypto-com,btcalpha,kraken,bitstamp,tidex,binance-us,bingx,bitmax"
dogecoin,"defaultdict(<class 'list'>, {'xeggex': [1.49, 1.45, 1.45, 1.44, 1.43, 1.43, 1.42, 1.39, 1.37, 1.33, 1.3, 1.23], 'oceanex': [1.22, 1.18, 1.18, 1.16, 1.15, 1.15, 1.15, 1.11, 1.09, 1.06, 1.02, 0.96], 'coinbasepro': [1.17, 1.13, 1.13, 1.11, 1.11, 1.11, 1.1, 1.07, 1.05, 1.01, 0.98, 0.91], 'exmo': [1.15, 1.11, 1.11, 1.09, 1.09, 1.09, 1.08, 1.05, 1.03, 0.99, 0.96, 0.89], 'btcturk-pro': [1.08, 1.04, 1.04, 1.03, 1.02, 1.02, 1.01, 0.98, 0.96, 0.92, 0.89, 0.82], 'kraken': [0.87, 0.83, 0.83, 0.82, 0.81, 0.81, 0.8, 0.77, 0.75, 0.71, 0.68, 0.61], 'huobipro': [0.78, 0.74, 0.74, 0.72, 0.71, 0.71, 0.7, 0.67, 0.65, 0.61, 0.58, 0.52], 'yobit': [0.77, 0.73, 0.73, 0.71, 0.7, 0.7, 0.7, 0.66, 0.64, 0.61, 0.57, 0.51], 'fmfwio': [0.73, 0.69, 0.69, 0.67, 0.66, 0.66, 0.65, 0.62, 0.6, 0.56, 0.53, 0.47], 'binance-us': [0.7, 0.65, 0.65, 0.64, 0.63, 0.63, 0.62, 0.59, 0.57, 0.53, 0.5, 0.43], 'bigone': [0.57, 0.53, 0.53, 0.52, 0.51, 0.51, 0.5, 0.47, 0.45, 0.41, 0.38, 0.31], 'probit': [0.43, 0.39, 0.39, 0.37, 0.36, 0.36, 0.36, 0.32, 0.3, 0.27, 0.23, 0.17]})","kucoin,bydfi,okx,bitget,p2pb2b,lbank,mxc,digifinex,tidex,fastex,bitmax,binance"
toncoin,"defaultdict(<class 'list'>, {'bigone': [0.78, 0.78, 0.75, 0.72, 0.69, 0.63, 0.63, 0.62, 0.43, 0.28, 0.2, 0.12], 'bingx': [0.64, 0.64, 0.61, 0.59, 0.55, 0.49, 0.49, 0.49, 0.41, 0.25, 0.18, 0.09], 'cryptology': [0.62, 0.62, 0.59, 0.57, 0.53, 0.47, 0.47, 0.47, 0.37, 0.22, 0.15, 0.08], 'mxc': [0.59, 0.58, 0.56, 0.53, 0.5, 0.44, 0.44, 0.43, 0.35, 0.19, 0.14, -0.06], 'gateio': [0.56, 0.56, 0.53, 0.5, 0.47, 0.41, 0.41, 0.4, 0.32, 0.18, 0.06, -0.1], 'bitmart': [0.53, 0.53, 0.5, 0.48, 0.45, 0.39, 0.39, 0.38, 0.3, 0.1, -0.04, -0.23], 'exmo': [0.52, 0.52, 0.49, 0.46, 0.43, 0.37, 0.37, 0.36, 0.23, 0.04, -0.17, -0.29], 'huobipro': [0.44, 0.44, 0.41, 0.38, 0.35, 0.29, 0.29, 0.29, 0.17, -0.13, -0.23, 0.0], 'coinw': [0.38, 0.38, 0.36, 0.33, 0.3, 0.24, 0.24, 0.23, 0.13, -0.19, 0.34, 0.0], 'bitmax': [0.34, 0.34, 0.31, 0.29, 0.26, 0.2, 0.2, 0.19, -0.06, 0.4, 0.2, 0.0], 'bitget': [0.21, 0.21, 0.19, 0.16, 0.13, 0.07, 0.07, 0.06, 0.44, 0.26, 0.18, 0.0], 'crypto-com': [0.15, 0.15, 0.13, 0.1, 0.07, 0.01, 0.01, 0.56, 0.3, 0.24, 0.15, 0.0]})","lbank,kucoin,okx,coinsbit,bitrue,coinex,bybit-spot,crypto-com,bitget,bitmax,coinw,huobipro"
cardano,"defaultdict(<class 'list'>, {'coinsbit': [0.77, 0.63, 0.61, 0.61, 0.61, 0.58, 0.57, 0.56, 0.54, 0.54, 0.53, 0.52], 'bitmax': [0.77, 0.63, 0.6, 0.6, 0.6, 0.58, 0.57, 0.56, 0.54, 0.54, 0.52, 0.52], 'btcturk-pro': [0.74, 0.6, 0.57, 0.57, 0.57, 0.55, 0.54, 0.53, 0.51, 0.51, 0.49, 0.49], 'kraken': [0.65, 0.5, 0.48, 0.48, 0.48, 0.46, 0.44, 0.43, 0.41, 0.41, 0.4, 0.4], 'exmo': [0.56, 0.41, 0.39, 0.39, 0.39, 0.37, 0.35, 0.35, 0.32, 0.32, 0.31, 0.31], 'bybit-spot': [0.49, 0.35, 0.32, 0.32, 0.32, 0.3, 0.29, 0.28, 0.25, 0.25, 0.24, 0.24], 'binance': [0.47, 0.32, 0.3, 0.3, 0.3, 0.28, 0.26, 0.25, 0.23, 0.23, 0.22, 0.22], 'bingx': [0.47, 0.32, 0.3, 0.3, 0.3, 0.28, 0.26, 0.25, 0.23, 0.23, 0.22, 0.22], 'phemex-spot': [0.4, 0.25, 0.23, 0.23, 0.23, 0.21, 0.19, 0.18, 0.16, 0.16, 0.15, 0.15], 'fastex': [0.4, 0.25, 0.23, 0.23, 0.23, 0.21, 0.19, 0.18, 0.16, 0.16, 0.15, 0.15], 'crypto-com': [0.38, 0.24, 0.21, 0.21, 0.21, 0.19, 0.18, 0.17, 0.14, 0.14, 0.13, 0.13], 'tidex': [0.36, 0.21, 0.19, 0.19, 0.19, 0.17, 0.15, 0.14, 0.12, 0.12, 0.11, 0.11]})","xeggex,okx,bydfi,gateio,mxc,kucoin,oceanex,binance-us,nonkyc,coinbasepro,huobipro,btse"
shiba-inu,"defaultdict(<class 'list'>, {'coinbasepro': [3.65, 1.93, 1.58, 1.56, 1.56, 1.51, 1.51, 1.44, 1.41, 1.36, 1.3, 1.3], 'deepcoin': [3.54, 1.82, 1.48, 1.46, 1.46, 1.41, 1.4, 1.33, 1.3, 1.26, 1.2, 1.2], 'probit': [3.44, 1.72, 1.38, 1.36, 1.36, 1.3, 1.3, 1.23, 1.2, 1.16, 1.1, 1.1], 'cryptology': [3.43, 1.71, 1.37, 1.35, 1.35, 1.29, 1.29, 1.22, 1.19, 1.15, 1.09, 1.09], 'huobipro': [3.09, 1.36, 1.02, 1.0, 1.0, 0.94, 0.94, 0.87, 0.84, 0.8, 0.73, 0.73], 'coinex': [3.01, 1.28, 0.93, 0.91, 0.91, 0.86, 0.85, 0.78, 0.75, 0.71, 0.65, 0.65], 'binance-us': [2.99, 1.26, 0.91, 0.89, 0.89, 0.84, 0.83, 0.77, 0.73, 0.69, 0.63, 0.63], 'kraken': [2.89, 1.15, 0.81, 0.79, 0.79, 0.73, 0.73, 0.66, 0.63, 0.59, 0.52, 0.52], 'bigone': [2.67, 0.93, 0.59, 0.57, 0.57, 0.51, 0.51, 0.44, 0.41, 0.37, 0.3, 0.3], 'bybit-spot': [2.59, 0.85, 0.5, 0.48, 0.48, 0.43, 0.43, 0.36, 0.33, 0.28, 0.22, 0.22], 'bingx': [2.53, 0.79, 0.44, 0.42, 0.42, 0.37, 0.36, 0.3, 0.26, 0.22, 0.16, 0.16], 'phemex-spot': [2.53, 0.79, 0.44, 0.42, 0.42, 0.37, 0.36, 0.3, 0.26, 0.22, 0.16, 0.16]})","latoken,exmo,okx,mxc,bydfi,gateio,kucoin,bitget,p2pb2b,digifinex,fastex,btcturk-pro"
avalanche,"defaultdict(<class 'list'>, {'bitmax': [1.48, 1.38, 1.34, 1.23, 1.22, 1.21, 1.2, 1.12, 1.09, 0.99, 0.98, 0.98], 'coinsbit': [1.33, 1.22, 1.19, 1.08, 1.06, 1.05, 1.04, 0.97, 0.93, 0.84, 0.83, 0.82], 'kucoin': [1.18, 1.07, 1.03, 0.92, 0.91, 0.9, 0.89, 0.81, 0.78, 0.69, 0.67, 0.67], 'coinbasepro': [1.16, 1.05, 1.02, 0.91, 0.9, 0.88, 0.88, 0.8, 0.76, 0.67, 0.66, 0.65], 'coinw': [1.16, 1.05, 1.02, 0.91, 0.89, 0.88, 0.87, 0.8, 0.76, 0.67, 0.66, 0.65], 'btse': [1.15, 1.04, 1.0, 0.89, 0.88, 0.87, 0.86, 0.78, 0.75, 0.66, 0.64, 0.64], 'bydfi': [1.13, 1.02, 0.98, 0.87, 0.86, 0.85, 0.84, 0.76, 0.73, 0.64, 0.62, 0.62], 'latoken': [1.13, 1.02, 0.98, 0.87, 0.86, 0.85, 0.84, 0.76, 0.73, 0.64, 0.62, 0.62], 'crypto-com': [1.12, 1.01, 0.97, 0.86, 0.85, 0.84, 0.83, 0.76, 0.72, 0.63, 0.61, 0.61], 'bybit-spot': [1.11, 1.0, 0.97, 0.86, 0.84, 0.83, 0.82, 0.75, 0.71, 0.62, 0.61, 0.6], 'tidex': [1.1, 0.99, 0.96, 0.85, 0.83, 0.82, 0.81, 0.74, 0.7, 0.61, 0.6, 0.59], 'mxc': [1.09, 0.98, 0.95, 0.84, 0.82, 0.81, 0.8, 0.73, 0.69, 0.6, 0.59, 0.58]})","nonkyc,btcturk-pro,bitget,p2pb2b,whitebit,digifinex,poloniex,coinlist,binance,fmfwio,xeggex,bingx"
chainlink,"defaultdict(<class 'list'>, {'coinex': [1.43, 0.95, 0.8, 0.79, 0.71, 0.69, 0.59, 0.44, 0.37, 0.37, 0.37, 0.34], 'binance-us': [1.37, 0.9, 0.74, 0.74, 0.66, 0.63, 0.53, 0.39, 0.31, 0.31, 0.31, 0.29], 'huobipro': [1.28, 0.81, 0.65, 0.64, 0.56, 0.54, 0.44, 0.29, 0.22, 0.22, 0.22, 0.19], 'poloniex': [1.23, 0.76, 0.6, 0.6, 0.52, 0.49, 0.39, 0.25, 0.17, 0.17, 0.17, 0.15], 'crypto-com': [1.22, 0.74, 0.59, 0.58, 0.5, 0.48, 0.38, 0.23, 0.16, 0.16, 0.16, 0.13], 'gateio': [1.17, 0.69, 0.54, 0.53, 0.45, 0.43, 0.33, 0.18, 0.11, 0.11, 0.11, 0.08], 'oceanex': [1.16, 0.69, 0.53, 0.53, 0.45, 0.42, 0.32, 0.17, 0.1, 0.1, 0.1, 0.07], 'okx': [1.16, 0.68, 0.52, 0.52, 0.44, 0.41, 0.31, 0.17, 0.09, 0.09, 0.09, 0.07], 'nonkyc': [1.15, 0.67, 0.52, 0.51, 0.43, 0.4, 0.3, 0.16, 0.08, 0.08, 0.08, 0.06], 'btse': [1.12, 0.64, 0.49, 0.48, 0.4, 0.37, 0.27, 0.13, 0.05, 0.05, 0.05, 0.03], 'bybit-spot': [1.12, 0.64, 0.49, 0.48, 0.4, 0.37, 0.27, 0.13, 0.05, 0.05, 0.05, 0.03], 'bitget': [1.1, 0.63, 0.47, 0.47, 0.38, 0.36, 0.26, 0.11, 0.04, 0.04, 0.04, 0.01]})","coinbasepro,btcturk-pro,binance,fmfwio,bingx,probit,bitmax,kraken,bitrue,phemex-spot,bydfi,coinw"
