Cryptocurrency,Arbitrage data,Indexes
bnb,"defaultdict(<class 'list'>, {'btse': [0.37, 0.36, 0.36, 0.31, 0.3, 0.3, 0.29, 0.21, 0.19, 0.17, 0.17, 0.17], 'bingx': [0.34, 0.33, 0.33, 0.28, 0.27, 0.27, 0.26, 0.18, 0.16, 0.14, 0.14, 0.14], 'bitmax': [0.28, 0.28, 0.27, 0.23, 0.22, 0.21, 0.2, 0.12, 0.11, 0.09, 0.09, 0.09], 'bitmart': [0.27, 0.26, 0.26, 0.21, 0.2, 0.2, 0.19, 0.11, 0.09, 0.07, 0.07, 0.07], 'tidex': [0.27, 0.26, 0.25, 0.21, 0.2, 0.19, 0.19, 0.11, 0.09, 0.07, 0.07, 0.07], 'probit': [0.25, 0.25, 0.24, 0.2, 0.18, 0.18, 0.17, 0.09, 0.07, 0.06, 0.06, 0.06], 'binance-us': [0.25, 0.24, 0.24, 0.19, 0.18, 0.18, 0.17, 0.09, 0.07, 0.05, 0.05, 0.05], 'poloniex': [0.25, 0.24, 0.24, 0.19, 0.18, 0.17, 0.17, 0.09, 0.07, 0.05, 0.05, 0.05], 'okx': [0.23, 0.23, 0.22, 0.18, 0.16, 0.16, 0.15, 0.07, 0.05, 0.04, 0.04, 0.04], 'phemex-spot': [0.23, 0.23, 0.22, 0.18, 0.16, 0.16, 0.15, 0.07, 0.05, 0.04, 0.04, 0.04], 'latoken': [0.23, 0.23, 0.22, 0.18, 0.16, 0.16, 0.15, 0.07, 0.05, 0.04, 0.04, 0.04], 'kucoin': [0.23, 0.23, 0.22, 0.18, 0.16, 0.16, 0.15, 0.07, 0.05, 0.03, 0.03, 0.03]})","bybit-spot,cryptology,nonkyc,digifinex,xeggex,binance,huobipro,bydfi,gateio,fastex,mxc,bitrue"
solana,"defaultdict(<class 'list'>, {'crypto-com': [1.15, 0.98, 0.76, 0.69, 0.6, 0.51, 0.38, 0.36, 0.31, 0.29, 0.27, 0.24], 'bitmax': [1.15, 0.97, 0.76, 0.69, 0.59, 0.5, 0.37, 0.35, 0.3, 0.28, 0.27, 0.23], 'bitso': [1.1, 0.93, 0.71, 0.64, 0.55, 0.46, 0.33, 0.31, 0.26, 0.24, 0.22, 0.18], 'mxc': [1.05, 0.87, 0.66, 0.59, 0.49, 0.4, 0.27, 0.25, 0.2, 0.18, 0.17, 0.13], 'bingx': [1.03, 0.86, 0.64, 0.57, 0.48, 0.39, 0.26, 0.24, 0.19, 0.17, 0.15, 0.11], 'okx': [1.0, 0.82, 0.61, 0.54, 0.44, 0.35, 0.22, 0.2, 0.15, 0.13, 0.11, 0.08], 'phemex-spot': [1.0, 0.82, 0.61, 0.54, 0.44, 0.35, 0.22, 0.2, 0.15, 0.13, 0.11, 0.08], 'kraken': [1.0, 0.82, 0.61, 0.54, 0.44, 0.35, 0.22, 0.2, 0.15, 0.13, 0.11, 0.08], 'bitget': [0.99, 0.82, 0.6, 0.53, 0.44, 0.35, 0.22, 0.2, 0.14, 0.12, 0.11, 0.07], 'kucoin': [0.96, 0.79, 0.57, 0.5, 0.41, 0.32, 0.19, 0.16, 0.11, 0.09, 0.08, 0.04], 'bydfi': [0.95, 0.77, 0.56, 0.49, 0.39, 0.3, 0.17, 0.15, 0.1, 0.08, 0.06, 0.03], 'bybit-spot': [0.92, 0.74, 0.53, 0.46, 0.36, 0.27, 0.15, 0.12, 0.07, 0.05, 0.04, 0.0]})","bitmex-spot,coinlist,binance-us,coinex,bitmart,binance,exmo,lbank,gateio,huobipro,coinbasepro,bybit-spot"
lido-staked-ether,"defaultdict(<class 'list'>, {'bybit-spot': [0.81, 0.56, 0.37, 0.06, -0.36, -0.5, -0.63, 0.0], 'bingx': [0.63, 0.5, 0.36, -0.3, -0.49, -0.57, -0.18, 0.0], 'bitget': [0.57, 0.49, 0.3, -0.43, -0.56, 0.18, -0.24, 0.0], 'mxc': [0.56, 0.42, -0.13, -0.5, 0.24, -0.06, -0.26, 0.0], 'okx': [0.49, 0.13, -0.2, 0.26, 0.06, -0.07, -0.32, 0.0], 'huobipro': [0.2, -0.07, 0.32, 0.07, -0.01, -0.14, -0.62, 0.0], 'latoken': [0.07, 0.62, 0.14, 0.01, -0.08, -0.43, -0.75, 0.0], 'gateio': [0.74, 0.43, 0.08, -0.06, -0.37, -0.56, -0.82, 0.0]})","gateio,latoken,huobipro,okx,mxc,bitget,bingx,bybit-spot"
ripple,"defaultdict(<class 'list'>, {'fatbtc': [22.0, 21.4, 21.4, 21.4, 21.3, 21.3, 21.3, 21.3, 21.3, 21.3, 21.3, 21.2], 'kraken': [1.3, 0.57, 0.51, 0.49, 0.46, 0.42, 0.38, 0.36, 0.36, 0.36, 0.34, 0.34], 'phemex-spot': [1.16, 0.43, 0.37, 0.35, 0.32, 0.27, 0.24, 0.22, 0.22, 0.21, 0.2, 0.19], 'bitmax': [1.12, 0.39, 0.34, 0.32, 0.29, 0.24, 0.2, 0.19, 0.19, 0.18, 0.17, 0.16], 'coinbasepro': [1.12, 0.39, 0.33, 0.31, 0.28, 0.24, 0.2, 0.18, 0.18, 0.18, 0.16, 0.16], 'exmo': [1.12, 0.39, 0.33, 0.31, 0.28, 0.24, 0.2, 0.18, 0.18, 0.17, 0.16, 0.15], 'coinsbit': [1.08, 0.35, 0.29, 0.27, 0.24, 0.2, 0.16, 0.14, 0.14, 0.14, 0.12, 0.12], 'bitstamp': [1.08, 0.35, 0.29, 0.27, 0.24, 0.2, 0.16, 0.14, 0.14, 0.14, 0.12, 0.12], 'binance-us': [1.06, 0.34, 0.28, 0.26, 0.23, 0.18, 0.14, 0.13, 0.13, 0.12, 0.11, 0.1], 'bitso': [1.06, 0.33, 0.27, 0.26, 0.23, 0.18, 0.14, 0.13, 0.13, 0.12, 0.11, 0.1], 'oceanex': [1.0, 0.27, 0.21, 0.19, 0.17, 0.12, 0.08, 0.06, 0.06, 0.06, 0.05, 0.04], 'probit': [0.99, 0.26, 0.2, 0.19, 0.16, 0.11, 0.07, 0.06, 0.06, 0.05, 0.04, 0.03]})","cex,btcalpha,xeggex,gateio,bitget,btcturk-pro,tidex,fastex,bingx,kucoin,binance,huobipro"
dogecoin,"defaultdict(<class 'list'>, {'probit': [0.68, 0.63, 0.59, 0.56, 0.55, 0.54, 0.53, 0.51, 0.49, 0.44, 0.44, 0.44], 'p2pb2b': [0.61, 0.55, 0.52, 0.48, 0.48, 0.47, 0.45, 0.43, 0.41, 0.36, 0.36, 0.36], 'bitmax': [0.57, 0.52, 0.48, 0.45, 0.44, 0.43, 0.42, 0.4, 0.38, 0.33, 0.33, 0.33], 'coinbasepro': [0.57, 0.52, 0.48, 0.45, 0.44, 0.43, 0.42, 0.4, 0.38, 0.33, 0.33, 0.33], 'bingx': [0.57, 0.51, 0.48, 0.44, 0.43, 0.43, 0.41, 0.39, 0.37, 0.32, 0.32, 0.32], 'fmfwio': [0.55, 0.5, 0.46, 0.43, 0.42, 0.41, 0.4, 0.38, 0.36, 0.31, 0.31, 0.31], 'crypto-com': [0.45, 0.4, 0.36, 0.33, 0.32, 0.32, 0.3, 0.28, 0.26, 0.21, 0.21, 0.21], 'kraken': [0.41, 0.35, 0.32, 0.29, 0.28, 0.27, 0.25, 0.23, 0.21, 0.17, 0.16, 0.16], 'okx': [0.39, 0.33, 0.3, 0.26, 0.25, 0.25, 0.23, 0.21, 0.19, 0.14, 0.14, 0.14], 'phemex-spot': [0.34, 0.28, 0.25, 0.21, 0.21, 0.2, 0.18, 0.16, 0.14, 0.09, 0.09, 0.09], 'btcturk-pro': [0.33, 0.27, 0.24, 0.21, 0.2, 0.19, 0.17, 0.15, 0.13, 0.08, 0.08, 0.08], 'bydfi': [0.31, 0.25, 0.22, 0.19, 0.18, 0.17, 0.16, 0.13, 0.12, 0.07, 0.07, 0.06]})","yobit,binance-us,exmo,xeggex,bigone,coinw,digifinex,huobipro,bybit-spot,bitget,kucoin,oceanex"
toncoin,"defaultdict(<class 'list'>, {'bitmax': [0.38, 0.38, 0.36, 0.36, 0.35, 0.35, 0.34, 0.34, 0.15, 0.13, 0.12, 0.07], 'cryptology': [0.19, 0.19, 0.18, 0.17, 0.16, 0.16, 0.16, 0.15, 0.14, 0.13, 0.08, 0.04], 'bigone': [0.18, 0.18, 0.17, 0.16, 0.15, 0.15, 0.15, 0.14, 0.14, 0.09, 0.05, 0.01], 'bingx': [0.18, 0.18, 0.16, 0.15, 0.15, 0.14, 0.14, 0.14, 0.09, 0.06, 0.02, -0.01], 'bybit-spot': [0.14, 0.13, 0.12, 0.11, 0.11, 0.1, 0.1, 0.09, 0.07, 0.03, 0.01, -0.02], 'coinsbit': [0.11, 0.11, 0.09, 0.09, 0.08, 0.08, 0.07, 0.07, 0.04, 0.02, -0.01, -0.03], 'huobipro': [0.08, 0.08, 0.06, 0.06, 0.05, 0.05, 0.04, 0.04, 0.03, 0.01, -0.01, -0.03], 'gateio': [0.07, 0.07, 0.05, 0.05, 0.04, 0.04, 0.03, 0.03, 0.01, -0.01, -0.01, 0.0], 'coinex': [0.06, 0.06, 0.04, 0.03, 0.03, 0.02, 0.02, 0.01, 0.01, -0.01, 0.31, 0.0], 'kucoin': [0.05, 0.05, 0.03, 0.03, 0.02, 0.02, 0.01, 0.01, 0.0, 0.32, 0.12, 0.0], 'mxc': [0.04, 0.04, 0.03, 0.02, 0.01, 0.01, 0.01, 0.0, 0.33, 0.14, 0.11, 0.0], 'lbank': [0.04, 0.04, 0.03, 0.02, 0.01, 0.01, 0.01, 0.34, 0.14, 0.12, 0.11, 0.0]})","exmo,coinw,bitmart,bitget,okx,bitrue,crypto-com,lbank,mxc,kucoin,coinex,gateio"
cardano,"defaultdict(<class 'list'>, {'whitebit': [1.07, 0.94, 0.91, 0.9, 0.89, 0.88, 0.87, 0.87, 0.87, 0.86, 0.86, 0.86], 'huobipro': [0.79, 0.66, 0.63, 0.62, 0.62, 0.6, 0.6, 0.59, 0.59, 0.59, 0.58, 0.58], 'exmo': [0.61, 0.48, 0.45, 0.44, 0.43, 0.42, 0.41, 0.41, 0.41, 0.4, 0.4, 0.4], 'bitmax': [0.62, 0.49, 0.46, 0.45, 0.45, 0.43, 0.43, 0.42, 0.42, 0.42, 0.41, 0.41], 'nonkyc': [0.57, 0.44, 0.41, 0.41, 0.4, 0.38, 0.38, 0.38, 0.37, 0.37, 0.37, 0.36], 'bitfinex': [0.57, 0.44, 0.41, 0.41, 0.4, 0.38, 0.38, 0.38, 0.37, 0.37, 0.36, 0.36], 'okx': [0.5, 0.37, 0.34, 0.33, 0.33, 0.31, 0.31, 0.3, 0.3, 0.3, 0.29, 0.29], 'kucoin': [0.5, 0.37, 0.34, 0.33, 0.33, 0.31, 0.31, 0.3, 0.3, 0.3, 0.29, 0.29], 'btse': [0.5, 0.37, 0.34, 0.33, 0.33, 0.31, 0.31, 0.3, 0.3, 0.3, 0.29, 0.29], 'pancakeswap-v3-bsc': [0.49, 0.36, 0.33, 0.33, 0.32, 0.3, 0.3, 0.3, 0.29, 0.29, 0.29, 0.28], 'bybit-spot': [0.49, 0.36, 0.33, 0.33, 0.32, 0.3, 0.3, 0.3, 0.29, 0.29, 0.28, 0.28]})","xeggex,tokenize-xchange,bitstamp,coinex,phemex-spot,coinbasepro,coinsbit,bydfi,pancake-swap,mxc,coinbasepro,binance"
shiba-inu,"defaultdict(<class 'list'>, {'huobipro': [3.45, 1.73, 0.78, 0.68, 0.68, 0.63, 0.6, 0.55, 0.53, 0.42, 0.41, 0.37], 'deepcoin': [3.4, 1.67, 0.73, 0.63, 0.63, 0.58, 0.54, 0.5, 0.48, 0.37, 0.36, 0.31], 'cryptology': [3.37, 1.65, 0.71, 0.6, 0.6, 0.55, 0.52, 0.48, 0.45, 0.34, 0.33, 0.29], 'coinex': [3.32, 1.59, 0.65, 0.54, 0.54, 0.49, 0.46, 0.42, 0.4, 0.28, 0.28, 0.23], 'p2pb2b': [3.3, 1.57, 0.63, 0.52, 0.52, 0.47, 0.44, 0.4, 0.38, 0.26, 0.26, 0.21], 'coinbasepro': [3.3, 1.57, 0.63, 0.52, 0.52, 0.47, 0.44, 0.4, 0.38, 0.26, 0.26, 0.21], 'bitget': [3.28, 1.55, 0.61, 0.51, 0.51, 0.45, 0.42, 0.38, 0.36, 0.24, 0.24, 0.19], 'bitmax': [3.25, 1.52, 0.58, 0.47, 0.47, 0.42, 0.39, 0.35, 0.32, 0.21, 0.2, 0.16], 'kraken': [3.25, 1.52, 0.58, 0.47, 0.47, 0.42, 0.39, 0.35, 0.32, 0.21, 0.2, 0.16], 'exmo': [3.25, 1.52, 0.58, 0.47, 0.47, 0.42, 0.39, 0.35, 0.32, 0.21, 0.2, 0.16], 'digifinex': [3.22, 1.49, 0.54, 0.44, 0.44, 0.39, 0.36, 0.31, 0.29, 0.18, 0.17, 0.13], 'bybit-spot': [3.17, 1.44, 0.5, 0.39, 0.39, 0.34, 0.31, 0.27, 0.24, 0.13, 0.12, 0.08]})","latoken,probit,btcturk-pro,indodax,gateio,fastex,kucoin,crypto-com,bigone,mxc,okx,phemex-spot"
avalanche,"defaultdict(<class 'list'>, {'xeggex': [1.92, 1.05, 0.39, 0.33, 0.18, 0.14, 0.04, -0.13, -0.16, -0.23, -0.39, -0.41], 'bitmax': [1.28, 0.41, 0.39, 0.23, 0.16, 0.13, -0.09, -0.15, -0.21, -0.3, -0.41, 0.0], 'binance-us': [1.28, 0.41, 0.3, 0.2, 0.15, 0.09, -0.11, -0.2, -0.27, -0.32, 0.65, 0.0], 'okx': [1.19, 0.31, 0.27, 0.2, 0.11, -0.02, -0.16, -0.27, -0.29, 0.65, 0.0, 0.0], 'bitfinex': [1.16, 0.29, 0.27, 0.16, 0.02, -0.07, -0.23, -0.28, 0.74, 0.0, -0.09, 0.0], 'coinbasepro': [1.15, 0.28, 0.23, 0.07, -0.05, -0.14, -0.25, 0.77, 0.09, -0.09, -0.12, 0.0], 'fmfwio': [1.12, 0.24, 0.14, 0.05, -0.12, -0.15, 0.77, 0.12, 0.09, -0.12, -0.13, 0.0], 'bitget': [1.03, 0.15, 0.12, -0.07, -0.13, 0.81, 0.13, 0.12, -0.03, -0.13, -0.16, 0.0], 'kucoin': [1.01, 0.13, 0.07, -0.08, 0.9, 0.16, 0.13, 0.03, -0.03, -0.16, -0.26, 0.0], 'binance': [0.96, 0.08, -0.01, 0.92, 0.26, 0.16, 0.03, -0.005, -0.07, -0.26, -0.28, 0.0], 'crypto-com': [0.89, 0.01, 0.97, 0.28, 0.26, 0.07, 0.005, -0.04, -0.16, -0.28, -0.33, 0.0], 'whitebit': [0.88, 1.04, 0.33, 0.28, 0.16, 0.04, -0.04, -0.14, -0.18, -0.33, -0.39, 0.0]})","btse,whitebit,crypto-com,binance,kucoin,bitget,fmfwio,coinbasepro,bitfinex,okx,binance-us,bitmax"
chainlink,"defaultdict(<class 'list'>, {'coinbasepro': [0.46, 0.35, 0.34, 0.34, 0.31, 0.31, 0.3, 0.3, 0.3, 0.29, 0.28, 0.28], 'btcturk-pro': [0.45, 0.33, 0.33, 0.33, 0.3, 0.29, 0.28, 0.28, 0.28, 0.27, 0.26, 0.26], 'kraken': [0.4, 0.28, 0.27, 0.27, 0.25, 0.24, 0.23, 0.23, 0.23, 0.22, 0.21, 0.21], 'bybit-spot': [0.37, 0.26, 0.25, 0.25, 0.22, 0.22, 0.21, 0.21, 0.21, 0.2, 0.19, 0.19], 'binance-us': [0.32, 0.21, 0.2, 0.2, 0.17, 0.16, 0.16, 0.16, 0.15, 0.15, 0.14, 0.14], 'coinw': [0.32, 0.2, 0.2, 0.2, 0.17, 0.16, 0.15, 0.15, 0.15, 0.14, 0.13, 0.13], 'exmo': [0.32, 0.2, 0.2, 0.2, 0.17, 0.16, 0.15, 0.15, 0.15, 0.14, 0.13, 0.13], 'poloniex': [0.3, 0.19, 0.18, 0.18, 0.15, 0.15, 0.14, 0.14, 0.14, 0.13, 0.12, 0.12], 'nonkyc': [0.3, 0.18, 0.18, 0.18, 0.15, 0.14, 0.13, 0.13, 0.13, 0.12, 0.11, 0.11], 'btse': [0.25, 0.14, 0.13, 0.13, 0.1, 0.1, 0.09, 0.09, 0.09, 0.08, 0.07, 0.07], 'bingx': [0.24, 0.13, 0.12, 0.12, 0.09, 0.09, 0.08, 0.08, 0.08, 0.07, 0.06, 0.06], 'coinex': [0.24, 0.13, 0.12, 0.12, 0.09, 0.09, 0.08, 0.08, 0.08, 0.07, 0.06, 0.06]})","bitmax,phemex-spot,crypto-com,bydfi,fmfwio,probit,bitrue,okx,bitget,kucoin,oceanex,binance"
