Cryptocurrency,Arbitrage data,Indexes
bnb,"defaultdict(<class 'list'>, {'latoken': [0.85, 0.31, 0.3, 0.28, 0.26, 0.24, 0.23, 0.23, 0.23, 0.22, 0.21, 0.21], 'nonkyc': [0.82, 0.28, 0.27, 0.25, 0.23, 0.21, 0.2, 0.2, 0.2, 0.19, 0.18, 0.18], 'bigone': [0.8, 0.26, 0.25, 0.23, 0.21, 0.19, 0.18, 0.18, 0.18, 0.17, 0.16, 0.16], 'bitmax': [0.77, 0.22, 0.21, 0.2, 0.17, 0.15, 0.14, 0.14, 0.14, 0.13, 0.12, 0.12], 'binance': [0.73, 0.18, 0.18, 0.16, 0.14, 0.12, 0.11, 0.11, 0.1, 0.1, 0.09, 0.09], 'bydfi': [0.71, 0.17, 0.16, 0.14, 0.12, 0.1, 0.09, 0.09, 0.09, 0.08, 0.07, 0.07], 'phemex-spot': [0.71, 0.17, 0.16, 0.14, 0.12, 0.1, 0.09, 0.09, 0.09, 0.08, 0.07, 0.07], 'tidex': [0.7, 0.15, 0.14, 0.13, 0.1, 0.08, 0.07, 0.07, 0.07, 0.06, 0.05, 0.05], 'bitget': [0.7, 0.15, 0.14, 0.13, 0.1, 0.08, 0.07, 0.07, 0.07, 0.06, 0.05, 0.05], 'cryptology': [0.69, 0.15, 0.14, 0.12, 0.1, 0.08, 0.07, 0.07, 0.07, 0.06, 0.05, 0.05], 'xeggex': [0.68, 0.14, 0.13, 0.12, 0.09, 0.07, 0.06, 0.06, 0.06, 0.05, 0.04, 0.04], 'bingx': [0.68, 0.13, 0.12, 0.11, 0.09, 0.06, 0.06, 0.06, 0.05, 0.05, 0.03, 0.03]})","binance-us,huobipro,bitmart,bybit-spot,bitrue,digifinex,poloniex,probit,fastex,btse,mxc,okx"
solana,"defaultdict(<class 'list'>, {'binance': [0.69, 0.51, 0.36, 0.34, 0.33, 0.31, 0.3, 0.29, 0.27, 0.26, 0.24, 0.23], 'bydfi': [0.68, 0.51, 0.35, 0.34, 0.32, 0.31, 0.29, 0.29, 0.27, 0.25, 0.23, 0.22], 'gateio': [0.66, 0.48, 0.33, 0.31, 0.3, 0.28, 0.27, 0.26, 0.24, 0.23, 0.21, 0.2], 'kucoin': [0.65, 0.48, 0.32, 0.31, 0.29, 0.28, 0.26, 0.26, 0.24, 0.22, 0.2, 0.19], 'bingx': [0.65, 0.48, 0.32, 0.31, 0.29, 0.28, 0.26, 0.26, 0.24, 0.22, 0.2, 0.19], 'crypto-com': [0.6, 0.43, 0.27, 0.26, 0.24, 0.23, 0.21, 0.21, 0.19, 0.17, 0.15, 0.14], 'mxc': [0.6, 0.42, 0.26, 0.25, 0.24, 0.22, 0.2, 0.2, 0.18, 0.16, 0.14, 0.14], 'phemex-spot': [0.59, 0.41, 0.26, 0.24, 0.23, 0.21, 0.2, 0.19, 0.18, 0.16, 0.14, 0.13], 'kraken': [0.58, 0.41, 0.25, 0.24, 0.22, 0.21, 0.19, 0.19, 0.17, 0.15, 0.13, 0.12], 'bitmex-spot': [0.58, 0.41, 0.25, 0.24, 0.22, 0.21, 0.19, 0.19, 0.17, 0.15, 0.13, 0.12], 'coinbasepro': [0.56, 0.39, 0.23, 0.22, 0.21, 0.19, 0.17, 0.17, 0.15, 0.13, 0.11, 0.11], 'bitmart': [0.46, 0.28, 0.13, 0.11, 0.1, 0.08, 0.07, 0.06, 0.04, 0.03, 0.01, 0.0]})","coinlist,lbank,exmo,bybit-spot,bitmax,binance-us,bitget,huobipro,coinex,bitso,okx,bitmart"
lido-staked-ether,"defaultdict(<class 'list'>, {'bybit-spot': [0.39, 0.14, 0.07, 0.01, -0.03, -0.13, -0.2, 0.0], 'bingx': [0.2, 0.13, 0.03, -0.02, -0.08, -0.18, -0.2, 0.0], 'bitget': [0.18, 0.08, 0.02, -0.07, -0.14, 0.2, -0.21, 0.0], 'gateio': [0.14, 0.07, -0.05, -0.13, 0.21, -0.01, -0.26, 0.0], 'okx': [0.13, 0.05, -0.11, 0.26, 0.01, -0.06, -0.27, 0.0], 'mxc': [0.11, -0.06, 0.27, 0.06, -0.05, -0.07, -0.28, 0.0], 'huobipro': [0.06, 0.28, 0.07, 0.05, -0.06, -0.09, -0.34, 0.0], 'latoken': [0.33, 0.09, 0.06, -0.01, -0.07, -0.14, -0.39, 0.0]})","latoken,huobipro,mxc,okx,gateio,bitget,bingx,bybit-spot"
ripple,"defaultdict(<class 'list'>, {'fatbtc': [16.2, 16.2, 16.2, 16.1, 16.1, 16.1, 16.0, 15.9, 15.9, 15.7, 15.6, 15.6], 'fastex': [1.21, 1.19, 1.16, 1.11, 1.08, 1.05, 0.95, 0.9, 0.87, 0.67, 0.54, 0.51], 'oceanex': [1.12, 1.1, 1.06, 1.01, 0.98, 0.95, 0.85, 0.81, 0.77, 0.57, 0.45, 0.42], 'probit': [1.08, 1.06, 1.03, 0.97, 0.94, 0.91, 0.81, 0.77, 0.74, 0.53, 0.41, 0.38], 'okx': [1.06, 1.04, 1.01, 0.96, 0.92, 0.9, 0.8, 0.75, 0.72, 0.52, 0.39, 0.36], 'bitmax': [1.06, 1.04, 1.01, 0.96, 0.92, 0.9, 0.8, 0.75, 0.72, 0.52, 0.39, 0.36], 'bingx': [1.06, 1.04, 1.01, 0.96, 0.92, 0.9, 0.8, 0.75, 0.72, 0.52, 0.39, 0.36], 'bitget': [1.06, 1.04, 1.01, 0.96, 0.92, 0.89, 0.8, 0.75, 0.72, 0.51, 0.39, 0.36], 'cex': [1.03, 1.01, 0.98, 0.93, 0.89, 0.86, 0.76, 0.72, 0.69, 0.48, 0.36, 0.33], 'binance': [1.03, 1.01, 0.97, 0.92, 0.89, 0.86, 0.76, 0.72, 0.68, 0.48, 0.36, 0.32], 'bybit-spot': [1.01, 0.99, 0.96, 0.91, 0.87, 0.84, 0.75, 0.7, 0.67, 0.47, 0.34, 0.31], 'phemex-spot': [0.87, 0.85, 0.82, 0.77, 0.74, 0.71, 0.61, 0.56, 0.53, 0.33, 0.2, 0.17]})","coinbasepro,bitstamp,binance-us,huobipro,xeggex,coinsbit,btcalpha,crypto-com,btcturk-pro,bitso,kraken,bydfi"
dogecoin,"defaultdict(<class 'list'>, {'binance': [0.76, 0.61, 0.52, 0.48, 0.4, 0.35, 0.34, 0.3, 0.29, 0.28, 0.28, 0.28], 'bydfi': [0.7, 0.55, 0.46, 0.42, 0.34, 0.3, 0.28, 0.24, 0.23, 0.23, 0.22, 0.22], 'tidex': [0.69, 0.54, 0.45, 0.41, 0.33, 0.28, 0.27, 0.23, 0.22, 0.21, 0.21, 0.21], 'kucoin': [0.68, 0.53, 0.44, 0.4, 0.32, 0.27, 0.26, 0.22, 0.21, 0.2, 0.2, 0.2], 'bingx': [0.68, 0.53, 0.44, 0.4, 0.32, 0.27, 0.26, 0.22, 0.21, 0.2, 0.2, 0.2], 'exmo': [0.65, 0.5, 0.41, 0.37, 0.29, 0.24, 0.23, 0.19, 0.18, 0.17, 0.17, 0.17], 'bitmax': [0.65, 0.5, 0.41, 0.37, 0.29, 0.24, 0.22, 0.18, 0.18, 0.17, 0.17, 0.17], 'kraken': [0.62, 0.46, 0.38, 0.34, 0.26, 0.21, 0.19, 0.15, 0.14, 0.14, 0.14, 0.14], 'phemex-spot': [0.61, 0.46, 0.37, 0.33, 0.25, 0.2, 0.18, 0.14, 0.14, 0.13, 0.13, 0.13], 'fastex': [0.6, 0.45, 0.36, 0.32, 0.24, 0.19, 0.18, 0.14, 0.13, 0.12, 0.12, 0.12], 'p2pb2b': [0.57, 0.42, 0.33, 0.29, 0.21, 0.16, 0.14, 0.1, 0.1, 0.09, 0.09, 0.09], 'okx': [0.54, 0.39, 0.3, 0.26, 0.18, 0.14, 0.12, 0.08, 0.07, 0.07, 0.06, 0.06]})","xeggex,yobit,probit,binance-us,huobipro,btcturk-pro,lbank,fmfwio,bybit-spot,oceanex,digifinex,mxc"
toncoin,"defaultdict(<class 'list'>, {'bitmax': [0.52, 0.3, 0.28, 0.27, 0.27, 0.27, 0.27, 0.27, 0.19, 0.03, 0.02, 0.01], 'bigone': [0.48, 0.26, 0.25, 0.23, 0.23, 0.23, 0.23, 0.23, 0.06, 0.02, 0.01, 0.01], 'kucoin': [0.35, 0.12, 0.11, 0.1, 0.1, 0.1, 0.1, 0.1, 0.04, 0.01, 0.01, 0.01], 'crypto-com': [0.33, 0.11, 0.1, 0.09, 0.09, 0.09, 0.09, 0.09, 0.04, 0.01, 0.01, 0.0], 'gateio': [0.33, 0.11, 0.1, 0.08, 0.08, 0.08, 0.08, 0.08, 0.04, 0.01, 0.0, 0.0], 'exmo': [0.33, 0.11, 0.1, 0.08, 0.08, 0.08, 0.08, 0.08, 0.03, 0.0, 0.0, -0.02], 'bitrue': [0.32, 0.1, 0.09, 0.08, 0.08, 0.08, 0.08, 0.08, 0.02, 0.0, -0.02, -0.07], 'mxc': [0.32, 0.09, 0.08, 0.07, 0.07, 0.07, 0.07, 0.07, 0.02, -0.02, -0.07, 0.0], 'bingx': [0.32, 0.09, 0.08, 0.07, 0.07, 0.07, 0.07, 0.07, 0.02, -0.07, 0.2, 0.0], 'coinw': [0.32, 0.09, 0.08, 0.07, 0.07, 0.07, 0.07, 0.07, -0.04, 0.2, 0.17, 0.0], 'huobipro': [0.29, 0.07, 0.06, 0.04, 0.04, 0.04, 0.04, 0.04, 0.2, 0.17, 0.03, 0.0], 'bitget': [0.25, 0.03, 0.01, 0.0, 0.0, 0.0, 0.0, 0.23, 0.17, 0.03, 0.02, 0.0]})","coinex,cryptology,okx,bitmart,lbank,coinsbit,bybit-spot,bitget,huobipro,coinw,bingx,mxc"
cardano,"defaultdict(<class 'list'>, {'coinsbit': [0.84, 0.68, 0.67, 0.63, 0.51, 0.48, 0.44, 0.37, 0.37, 0.37, 0.37, 0.34], 'bitmax': [0.83, 0.67, 0.67, 0.63, 0.5, 0.47, 0.44, 0.36, 0.36, 0.36, 0.36, 0.34], 'nonkyc': [0.75, 0.59, 0.58, 0.55, 0.42, 0.39, 0.35, 0.28, 0.28, 0.28, 0.28, 0.26], 'p2pb2b': [0.72, 0.56, 0.55, 0.52, 0.39, 0.36, 0.32, 0.25, 0.25, 0.25, 0.25, 0.22], 'coinex': [0.72, 0.56, 0.55, 0.52, 0.39, 0.36, 0.32, 0.25, 0.25, 0.25, 0.25, 0.22], 'fastex': [0.72, 0.56, 0.55, 0.52, 0.39, 0.36, 0.32, 0.25, 0.25, 0.25, 0.25, 0.22], 'btse': [0.71, 0.55, 0.54, 0.5, 0.38, 0.35, 0.31, 0.24, 0.23, 0.23, 0.23, 0.21], 'bitget': [0.66, 0.5, 0.49, 0.45, 0.33, 0.3, 0.26, 0.19, 0.19, 0.19, 0.19, 0.16], 'okx': [0.65, 0.49, 0.49, 0.45, 0.32, 0.29, 0.26, 0.18, 0.18, 0.18, 0.18, 0.16], 'oceanex': [0.58, 0.43, 0.42, 0.38, 0.26, 0.22, 0.19, 0.12, 0.11, 0.11, 0.11, 0.09], 'bydfi': [0.56, 0.4, 0.4, 0.36, 0.23, 0.2, 0.17, 0.09, 0.09, 0.09, 0.09, 0.07], 'binance': [0.54, 0.38, 0.37, 0.34, 0.21, 0.18, 0.14, 0.07, 0.07, 0.07, 0.07, 0.04]})","btcturk-pro,coinbasepro,xeggex,binance-us,huobipro,kucoin,crypto-com,kraken,exmo,bitrue,mxc,bybit-spot"
shiba-inu,"defaultdict(<class 'list'>, {'btcturk-pro': [3.24, 3.13, 1.13, 1.03, 0.79, 0.77, 0.72, 0.69, 0.67, 0.6, 0.6, 0.57], 'bydfi': [2.99, 2.88, 0.87, 0.77, 0.54, 0.51, 0.46, 0.43, 0.41, 0.35, 0.34, 0.31], 'gateio': [2.99, 2.88, 0.87, 0.77, 0.54, 0.51, 0.46, 0.43, 0.41, 0.35, 0.34, 0.31], 'kucoin': [2.99, 2.88, 0.87, 0.77, 0.54, 0.51, 0.46, 0.43, 0.41, 0.35, 0.34, 0.31], 'binance': [2.94, 2.83, 0.82, 0.72, 0.49, 0.46, 0.41, 0.38, 0.36, 0.3, 0.29, 0.26], 'mxc': [2.89, 2.78, 0.77, 0.67, 0.44, 0.41, 0.36, 0.33, 0.31, 0.25, 0.24, 0.21], 'crypto-com': [2.88, 2.77, 0.76, 0.66, 0.43, 0.4, 0.35, 0.32, 0.3, 0.24, 0.23, 0.2], 'p2pb2b': [2.79, 2.68, 0.67, 0.57, 0.33, 0.31, 0.26, 0.23, 0.21, 0.14, 0.14, 0.1], 'deepcoin': [2.79, 2.68, 0.67, 0.57, 0.33, 0.31, 0.26, 0.23, 0.21, 0.14, 0.14, 0.1], 'probit': [2.79, 2.68, 0.67, 0.57, 0.33, 0.31, 0.26, 0.23, 0.21, 0.14, 0.14, 0.1], 'fastex': [2.79, 2.68, 0.67, 0.57, 0.33, 0.31, 0.26, 0.23, 0.21, 0.14, 0.14, 0.1], 'cryptology': [2.76, 2.65, 0.64, 0.54, 0.3, 0.28, 0.23, 0.2, 0.18, 0.11, 0.11, 0.07]})","latoken,exmo,bitmax,coinbasepro,bigone,kraken,indodax,bybit-spot,binance-us,bitget,digifinex,coinw"
avalanche,"defaultdict(<class 'list'>, {'whitebit': [1.79, 1.66, 1.48, 1.2, 1.14, 0.99, 0.88, 0.85, 0.82, 0.78, 0.75, 0.74], 'fmfwio': [1.75, 1.62, 1.43, 1.15, 1.09, 0.95, 0.84, 0.81, 0.77, 0.74, 0.7, 0.69], 'binance': [1.74, 1.61, 1.43, 1.15, 1.08, 0.94, 0.83, 0.8, 0.76, 0.73, 0.69, 0.69], 'tidex': [1.71, 1.58, 1.4, 1.12, 1.05, 0.91, 0.8, 0.77, 0.74, 0.7, 0.67, 0.66], 'gateio': [1.64, 1.51, 1.32, 1.04, 0.98, 0.84, 0.73, 0.7, 0.66, 0.63, 0.59, 0.58], 'kucoin': [1.64, 1.51, 1.32, 1.04, 0.98, 0.84, 0.73, 0.7, 0.66, 0.63, 0.59, 0.58], 'bitrue': [1.64, 1.51, 1.32, 1.04, 0.98, 0.84, 0.73, 0.7, 0.66, 0.63, 0.59, 0.58], 'phemex-spot': [1.64, 1.51, 1.32, 1.04, 0.98, 0.84, 0.73, 0.7, 0.66, 0.63, 0.59, 0.58], 'bingx': [1.64, 1.51, 1.32, 1.04, 0.98, 0.84, 0.73, 0.7, 0.66, 0.63, 0.59, 0.58], 'btse': [1.62, 1.49, 1.31, 1.03, 0.97, 0.82, 0.71, 0.68, 0.65, 0.61, 0.58, 0.57], 'kraken': [1.57, 1.44, 1.25, 0.97, 0.91, 0.77, 0.66, 0.63, 0.59, 0.56, 0.52, 0.51], 'probit': [1.57, 1.44, 1.25, 0.97, 0.91, 0.77, 0.66, 0.63, 0.59, 0.56, 0.52, 0.51]})","coinbasepro,xeggex,latoken,bitmax,coinsbit,p2pb2b,bybit-spot,btcturk-pro,binance-us,lbank,bitmart,coinw"
chainlink,"defaultdict(<class 'list'>, {'crypto-com': [0.3, 0.29, 0.28, 0.21, 0.21, 0.17, 0.16, 0.15, 0.14, 0.14, 0.14, 0.14], 'gateio': [0.28, 0.28, 0.26, 0.19, 0.19, 0.15, 0.14, 0.13, 0.13, 0.13, 0.13, 0.12], 'fmfwio': [0.28, 0.28, 0.26, 0.19, 0.19, 0.15, 0.14, 0.13, 0.13, 0.12, 0.12, 0.12], 'nonkyc': [0.28, 0.28, 0.26, 0.19, 0.19, 0.15, 0.14, 0.13, 0.13, 0.12, 0.12, 0.12], 'bydfi': [0.28, 0.27, 0.26, 0.19, 0.18, 0.15, 0.14, 0.13, 0.12, 0.12, 0.12, 0.12], 'kucoin': [0.27, 0.26, 0.25, 0.18, 0.17, 0.14, 0.13, 0.11, 0.11, 0.11, 0.11, 0.11], 'coinbasepro': [0.26, 0.26, 0.24, 0.17, 0.17, 0.13, 0.12, 0.11, 0.11, 0.1, 0.1, 0.1], 'poloniex': [0.23, 0.23, 0.21, 0.14, 0.14, 0.1, 0.09, 0.08, 0.08, 0.07, 0.07, 0.07], 'btse': [0.23, 0.22, 0.2, 0.13, 0.13, 0.1, 0.08, 0.07, 0.07, 0.07, 0.07, 0.06], 'binance': [0.22, 0.22, 0.2, 0.13, 0.13, 0.09, 0.08, 0.07, 0.07, 0.06, 0.06, 0.06], 'okx': [0.22, 0.22, 0.2, 0.13, 0.13, 0.09, 0.08, 0.07, 0.07, 0.06, 0.06, 0.06], 'coinw': [0.19, 0.18, 0.17, 0.1, 0.09, 0.06, 0.05, 0.04, 0.03, 0.03, 0.03, 0.03]})","binance-us,bitmax,btcturk-pro,exmo,bybit-spot,oceanex,kraken,huobipro,bitget,bitrue,phemex-spot,probit"
