Cryptocurrency,Arbitrage data,Indexes
bnb,"defaultdict(<class 'list'>, {'bigone': [1.5, 1.28, 1.23, 1.23, 1.23, 1.22, 1.22, 1.2, 1.16, 1.14, 1.12, 1.11], 'xeggex': [0.51, 0.29, 0.24, 0.24, 0.24, 0.22, 0.22, 0.21, 0.16, 0.15, 0.12, 0.12], 'fastex': [0.43, 0.21, 0.16, 0.16, 0.16, 0.15, 0.15, 0.13, 0.09, 0.07, 0.04, 0.04], 'bydfi': [0.43, 0.21, 0.16, 0.16, 0.16, 0.15, 0.15, 0.13, 0.09, 0.07, 0.04, 0.04], 'digifinex': [0.43, 0.21, 0.16, 0.16, 0.16, 0.15, 0.15, 0.13, 0.09, 0.07, 0.04, 0.04], 'kucoin': [0.43, 0.2, 0.15, 0.15, 0.15, 0.14, 0.14, 0.12, 0.08, 0.06, 0.04, 0.03], 'mxc': [0.42, 0.19, 0.15, 0.15, 0.14, 0.13, 0.13, 0.11, 0.07, 0.05, 0.03, 0.02], 'probit': [0.42, 0.19, 0.14, 0.14, 0.14, 0.13, 0.13, 0.11, 0.07, 0.05, 0.03, 0.02], 'bitmart': [0.41, 0.19, 0.14, 0.14, 0.14, 0.12, 0.12, 0.1, 0.06, 0.04, 0.02, 0.02], 'bybit-spot': [0.41, 0.18, 0.14, 0.14, 0.13, 0.12, 0.12, 0.1, 0.06, 0.04, 0.02, 0.01], 'btse': [0.41, 0.18, 0.13, 0.13, 0.13, 0.12, 0.12, 0.1, 0.06, 0.04, 0.02, 0.01], 'bingx': [0.41, 0.18, 0.13, 0.13, 0.13, 0.12, 0.12, 0.1, 0.06, 0.04, 0.02, 0.01]})","nonkyc,latoken,bitmax,gateio,poloniex,phemex-spot,okx,binance-us,cryptology,oceanex,tidex,bitget"
solana,"defaultdict(<class 'list'>, {'coinlist': [1.68, 1.06, 0.87, 0.71, 0.69, 0.69, 0.69, 0.68, 0.66, 0.65, 0.61, 0.22], 'exmo': [1.32, 0.71, 0.52, 0.36, 0.34, 0.34, 0.33, 0.33, 0.3, 0.29, 0.25, 0.11], 'binance-us': [1.22, 0.61, 0.41, 0.25, 0.23, 0.23, 0.23, 0.22, 0.2, 0.19, 0.15, 0.07], 'phemex-spot': [1.18, 0.56, 0.37, 0.21, 0.19, 0.19, 0.18, 0.18, 0.16, 0.15, 0.1, 0.06], 'bybit-spot': [1.17, 0.56, 0.36, 0.2, 0.18, 0.18, 0.17, 0.17, 0.15, 0.14, 0.1, 0.06], 'bingx': [1.17, 0.56, 0.36, 0.2, 0.18, 0.18, 0.17, 0.17, 0.15, 0.14, 0.1, 0.06], 'binance': [1.16, 0.55, 0.36, 0.19, 0.17, 0.17, 0.17, 0.16, 0.14, 0.13, 0.09, 0.06], 'crypto-com': [1.16, 0.55, 0.36, 0.19, 0.17, 0.17, 0.17, 0.16, 0.14, 0.13, 0.09, 0.05], 'bitmax': [1.16, 0.55, 0.35, 0.19, 0.17, 0.17, 0.17, 0.16, 0.14, 0.13, 0.09, 0.04], 'coinex': [1.15, 0.54, 0.34, 0.18, 0.16, 0.16, 0.16, 0.15, 0.13, 0.12, 0.08, -0.03], 'kucoin': [1.11, 0.49, 0.3, 0.14, 0.12, 0.12, 0.11, 0.11, 0.09, 0.08, 0.03, 0.0], 'kraken': [1.07, 0.46, 0.27, 0.1, 0.08, 0.08, 0.08, 0.07, 0.05, 0.04, 0.57, 0.0]})","bitmex-spot,coinbasepro,okx,bitmart,bydfi,mxc,lbank,bitget,gateio,huobipro,kraken,kucoin"
lido-staked-ether,"defaultdict(<class 'list'>, {'bitget': [0.58, 0.5, 0.14, 0.12, -0.13, -0.47, -0.5, 0.0], 'mxc': [0.5, 0.47, 0.13, -0.01, -0.47, -0.47, -0.08, 0.0], 'bybit-spot': [0.47, 0.47, 0.01, -0.34, -0.47, 0.08, -0.11, 0.0], 'bingx': [0.47, 0.34, -0.33, -0.34, 0.11, -0.03, -0.12, 0.0], 'okx': [0.34, 0.33, -0.33, 0.12, 0.03, -0.03, -0.24, 0.0], 'huobipro': [0.33, 0.0, 0.24, 0.03, -0.01, -0.16, -0.25, 0.0], 'gateio': [0.0, 0.25, 0.16, 0.01, -0.13, -0.17, -0.59, 0.0], 'latoken': [0.58, 0.17, 0.13, -0.12, -0.14, -0.5, -0.59, 0.0]})","latoken,gateio,huobipro,okx,bingx,bybit-spot,mxc,bitget"
ripple,"defaultdict(<class 'list'>, {'fatbtc': [40.0, 39.8, 39.7, 39.7, 39.7, 39.7, 39.7, 39.7, 39.7, 39.7, 39.7, 39.7], 'cex': [1.39, 1.07, 0.89, 0.85, 0.82, 0.8, 0.77, 0.77, 0.77, 0.75, 0.75, 0.75], 'exmo': [0.72, 0.39, 0.22, 0.17, 0.15, 0.12, 0.09, 0.09, 0.09, 0.08, 0.07, 0.07], 'bybit-spot': [0.71, 0.38, 0.2, 0.16, 0.13, 0.11, 0.08, 0.08, 0.08, 0.06, 0.06, 0.06], 'binance': [0.69, 0.36, 0.18, 0.14, 0.11, 0.09, 0.06, 0.06, 0.06, 0.04, 0.04, 0.04], 'coinsbit': [0.69, 0.36, 0.18, 0.14, 0.11, 0.09, 0.06, 0.06, 0.06, 0.04, 0.04, 0.04], 'okx': [0.69, 0.36, 0.18, 0.14, 0.11, 0.09, 0.06, 0.06, 0.06, 0.04, 0.04, 0.04], 'bingx': [0.69, 0.36, 0.18, 0.14, 0.11, 0.09, 0.06, 0.06, 0.06, 0.04, 0.04, 0.04], 'phemex-spot': [0.69, 0.36, 0.18, 0.14, 0.11, 0.09, 0.06, 0.06, 0.06, 0.04, 0.04, 0.04], 'coinbasepro': [0.69, 0.36, 0.18, 0.14, 0.11, 0.09, 0.06, 0.06, 0.06, 0.04, 0.04, 0.04], 'binance-us': [0.69, 0.36, 0.18, 0.14, 0.11, 0.09, 0.06, 0.06, 0.06, 0.04, 0.04, 0.04], 'btcalpha': [0.67, 0.34, 0.17, 0.13, 0.1, 0.07, 0.05, 0.05, 0.04, 0.03, 0.03, 0.03]})","xeggex,yobit,bitstamp,kucoin,oceanex,bitmax,bydfi,tidex,bitget,huobipro,kraken,btcturk-pro"
dogecoin,"defaultdict(<class 'list'>, {'fmfwio': [0.71, 0.64, 0.58, 0.45, 0.36, 0.36, 0.34, 0.33, 0.33, 0.32, 0.32, 0.32], 'bitmax': [0.6, 0.53, 0.48, 0.34, 0.26, 0.26, 0.24, 0.23, 0.23, 0.22, 0.22, 0.22], 'binance-us': [0.6, 0.53, 0.48, 0.34, 0.26, 0.26, 0.24, 0.23, 0.23, 0.22, 0.22, 0.22], 'phemex-spot': [0.57, 0.5, 0.45, 0.31, 0.23, 0.23, 0.21, 0.2, 0.2, 0.19, 0.19, 0.19], 'kraken': [0.56, 0.49, 0.44, 0.3, 0.22, 0.22, 0.2, 0.18, 0.18, 0.18, 0.18, 0.17], 'exmo': [0.54, 0.47, 0.42, 0.28, 0.2, 0.2, 0.18, 0.16, 0.16, 0.16, 0.16, 0.15], 'kucoin': [0.53, 0.46, 0.41, 0.27, 0.19, 0.19, 0.17, 0.16, 0.16, 0.15, 0.15, 0.15], 'coinlist': [0.53, 0.46, 0.41, 0.27, 0.19, 0.19, 0.17, 0.16, 0.16, 0.15, 0.15, 0.15], 'bigone': [0.53, 0.46, 0.4, 0.27, 0.18, 0.18, 0.16, 0.15, 0.15, 0.14, 0.14, 0.14], 'fastex': [0.51, 0.44, 0.39, 0.25, 0.17, 0.17, 0.15, 0.14, 0.14, 0.13, 0.13, 0.13], 'coinw': [0.51, 0.44, 0.38, 0.25, 0.16, 0.16, 0.14, 0.13, 0.13, 0.12, 0.12, 0.12], 'binance': [0.49, 0.42, 0.36, 0.23, 0.14, 0.14, 0.12, 0.11, 0.11, 0.1, 0.1, 0.1]})","xeggex,yobit,probit,coinbasepro,mxc,lbank,crypto-com,p2pb2b,bitget,bydfi,oceanex,huobipro"
toncoin,"defaultdict(<class 'list'>, {'bitmax': [3.79, 0.61, 0.49, 0.46, 0.33, 0.3, 0.3, 0.18, 0.12, 0.05, 0.04, 0.02], 'bybit-spot': [3.69, 0.5, 0.38, 0.36, 0.22, 0.2, 0.19, 0.14, 0.07, 0.04, 0.03, -0.01], 'cryptology': [3.65, 0.46, 0.34, 0.31, 0.18, 0.15, 0.15, 0.09, 0.06, 0.03, 0.01, -0.01], 'coinsbit': [3.6, 0.41, 0.29, 0.26, 0.13, 0.11, 0.1, 0.08, 0.04, 0.01, 0.0, -0.03], 'okx': [3.59, 0.4, 0.28, 0.25, 0.12, 0.09, 0.08, 0.07, 0.03, 0.0, -0.02, -0.05], 'gateio': [3.58, 0.38, 0.26, 0.24, 0.11, 0.08, 0.07, 0.05, 0.02, -0.02, -0.04, -0.05], 'kucoin': [3.56, 0.37, 0.25, 0.22, 0.09, 0.06, 0.05, 0.04, 0.02, -0.04, -0.05, 0.0], 'mxc': [3.55, 0.36, 0.24, 0.21, 0.08, 0.05, 0.04, 0.04, -0.02, -0.05, 0.24, 0.0], 'bitmart': [3.55, 0.36, 0.24, 0.21, 0.08, 0.05, 0.04, 0.02, -0.03, 0.25, 0.13, 0.0], 'bitrue': [3.54, 0.34, 0.22, 0.19, 0.06, 0.04, 0.03, -0.01, 0.25, 0.14, 0.09, 0.0], 'bitget': [3.51, 0.32, 0.2, 0.17, 0.04, 0.01, 0.01, 0.27, 0.14, 0.1, 0.04, 0.0], 'huobipro': [3.51, 0.31, 0.19, 0.17, 0.03, 0.01, 0.29, 0.16, 0.1, 0.05, 0.03, 0.0]})","bigone,coinex,exmo,bingx,coinw,lbank,huobipro,bitget,bitrue,bitmart,mxc,kucoin"
cardano,"defaultdict(<class 'list'>, {'nonkyc': [5.8, 1.12, 0.72, 0.46, 0.44, 0.44, 0.44, 0.42, 0.41, 0.41, 0.41, 0.37], 'bitmax': [5.72, 1.04, 0.65, 0.38, 0.36, 0.36, 0.36, 0.35, 0.33, 0.33, 0.33, 0.29], 'coinex': [5.67, 0.98, 0.59, 0.32, 0.3, 0.3, 0.3, 0.29, 0.27, 0.27, 0.27, 0.23], 'okx': [5.65, 0.96, 0.56, 0.3, 0.28, 0.27, 0.27, 0.26, 0.25, 0.25, 0.25, 0.21], 'oceanex': [5.63, 0.94, 0.55, 0.28, 0.27, 0.26, 0.26, 0.25, 0.24, 0.24, 0.24, 0.19], 'gateio': [5.6, 0.91, 0.52, 0.25, 0.23, 0.23, 0.23, 0.22, 0.21, 0.21, 0.21, 0.16], 'bybit-spot': [5.58, 0.89, 0.5, 0.23, 0.21, 0.21, 0.21, 0.19, 0.18, 0.18, 0.18, 0.14], 'exmo': [5.58, 0.89, 0.5, 0.23, 0.21, 0.21, 0.21, 0.19, 0.18, 0.18, 0.18, 0.14], 'binance': [5.56, 0.87, 0.47, 0.21, 0.19, 0.18, 0.18, 0.17, 0.16, 0.16, 0.16, 0.11], 'phemex-spot': [5.54, 0.85, 0.45, 0.18, 0.16, 0.16, 0.16, 0.15, 0.14, 0.14, 0.14, 0.09], 'coinsbit': [5.52, 0.83, 0.43, 0.17, 0.15, 0.14, 0.14, 0.13, 0.12, 0.12, 0.12, 0.08], 'p2pb2b': [5.52, 0.82, 0.43, 0.16, 0.14, 0.14, 0.14, 0.13, 0.11, 0.11, 0.11, 0.07]})","upbit,cex,xeggex,btcturk-pro,bitget,coinbasepro,kucoin,tidex,bydfi,mxc,huobipro,bitrue"
shiba-inu,"defaultdict(<class 'list'>, {'cex': [9.5, 9.5, 9.46, 9.3, 9.13, 9.1, 9.09, 9.09, 9.09, 9.05, 9.05, 9.05], 'xeggex': [1.74, 1.74, 1.7, 1.52, 1.34, 1.3, 1.3, 1.3, 1.29, 1.25, 1.25, 1.25], 'cryptology': [0.86, 0.86, 0.82, 0.64, 0.46, 0.42, 0.41, 0.41, 0.41, 0.37, 0.37, 0.36], 'bitmax': [0.81, 0.81, 0.77, 0.59, 0.41, 0.37, 0.36, 0.36, 0.36, 0.32, 0.32, 0.31], 'exmo': [0.72, 0.72, 0.68, 0.5, 0.32, 0.28, 0.27, 0.27, 0.27, 0.23, 0.23, 0.22], 'coinex': [0.7, 0.7, 0.65, 0.47, 0.29, 0.26, 0.25, 0.25, 0.24, 0.2, 0.2, 0.2], 'okx': [0.68, 0.68, 0.64, 0.46, 0.28, 0.24, 0.23, 0.23, 0.23, 0.19, 0.19, 0.18], 'phemex-spot': [0.68, 0.68, 0.63, 0.45, 0.27, 0.23, 0.23, 0.23, 0.22, 0.18, 0.18, 0.18], 'bigone': [0.67, 0.67, 0.62, 0.44, 0.26, 0.22, 0.21, 0.21, 0.21, 0.17, 0.17, 0.17], 'bybit-spot': [0.65, 0.65, 0.61, 0.43, 0.25, 0.21, 0.2, 0.2, 0.2, 0.16, 0.16, 0.15], 'binance': [0.63, 0.63, 0.59, 0.41, 0.23, 0.19, 0.18, 0.18, 0.18, 0.14, 0.14, 0.13], 'crypto-com': [0.61, 0.61, 0.57, 0.39, 0.21, 0.17, 0.16, 0.16, 0.16, 0.12, 0.12, 0.11]})","binance-us,btcturk-pro,kraken,indodax,bydfi,digifinex,mxc,coinbasepro,bitget,probit,huobipro,coinw"
avalanche,"defaultdict(<class 'list'>, {'poloniex': [0.9, 0.78, 0.54, 0.48, 0.43, 0.39, 0.36, 0.36, 0.36, 0.36, 0.35, 0.34], 'coinex': [0.84, 0.72, 0.49, 0.42, 0.38, 0.33, 0.3, 0.3, 0.3, 0.3, 0.29, 0.29], 'okx': [0.79, 0.67, 0.43, 0.37, 0.32, 0.28, 0.25, 0.25, 0.25, 0.25, 0.24, 0.24], 'bybit-spot': [0.78, 0.67, 0.43, 0.36, 0.32, 0.27, 0.24, 0.24, 0.24, 0.24, 0.23, 0.23], 'gateio': [0.78, 0.66, 0.43, 0.36, 0.32, 0.27, 0.24, 0.24, 0.24, 0.24, 0.23, 0.23], 'binance-us': [0.78, 0.66, 0.43, 0.36, 0.32, 0.27, 0.24, 0.24, 0.24, 0.24, 0.23, 0.23], 'binance': [0.75, 0.63, 0.4, 0.33, 0.29, 0.24, 0.21, 0.21, 0.21, 0.21, 0.2, 0.2], 'bingx': [0.75, 0.63, 0.4, 0.33, 0.29, 0.24, 0.21, 0.21, 0.21, 0.21, 0.2, 0.2], 'phemex-spot': [0.75, 0.63, 0.4, 0.33, 0.29, 0.24, 0.21, 0.21, 0.21, 0.21, 0.2, 0.2], 'latoken': [0.72, 0.6, 0.37, 0.3, 0.26, 0.21, 0.18, 0.18, 0.18, 0.18, 0.17, 0.17], 'crypto-com': [0.72, 0.6, 0.36, 0.3, 0.25, 0.21, 0.18, 0.18, 0.18, 0.18, 0.17, 0.16], 'fmfwio': [0.7, 0.58, 0.34, 0.27, 0.23, 0.18, 0.16, 0.15, 0.15, 0.15, 0.14, 0.14]})","btcturk-pro,nonkyc,xeggex,bitmax,whitebit,bitrue,bitmart,mxc,tidex,bitget,huobipro,digifinex"
chainlink,"defaultdict(<class 'list'>, {'cex': [13.5, 12.6, 12.5, 12.4, 12.3, 12.2, 12.2, 12.2, 12.2, 12.2, 12.2, 12.2], 'okx': [1.73, 0.75, 0.65, 0.54, 0.37, 0.3, 0.3, 0.3, 0.29, 0.27, 0.27, 0.27], 'gateio': [1.73, 0.75, 0.65, 0.54, 0.37, 0.3, 0.3, 0.3, 0.29, 0.27, 0.27, 0.27], 'coinex': [1.66, 0.68, 0.58, 0.47, 0.3, 0.23, 0.23, 0.23, 0.22, 0.21, 0.2, 0.2], 'poloniex': [1.63, 0.65, 0.55, 0.44, 0.27, 0.2, 0.2, 0.2, 0.19, 0.18, 0.17, 0.17], 'oceanex': [1.63, 0.65, 0.55, 0.44, 0.27, 0.2, 0.2, 0.19, 0.18, 0.17, 0.17, 0.16], 'bitmax': [1.59, 0.61, 0.51, 0.4, 0.23, 0.16, 0.16, 0.15, 0.14, 0.13, 0.13, 0.12], 'bybit-spot': [1.56, 0.58, 0.48, 0.37, 0.19, 0.13, 0.13, 0.12, 0.11, 0.1, 0.09, 0.09], 'phemex-spot': [1.56, 0.58, 0.47, 0.37, 0.19, 0.13, 0.13, 0.12, 0.11, 0.1, 0.09, 0.09], 'binance': [1.55, 0.57, 0.47, 0.36, 0.19, 0.12, 0.12, 0.12, 0.11, 0.09, 0.09, 0.09], 'binance-us': [1.54, 0.56, 0.46, 0.35, 0.18, 0.11, 0.11, 0.11, 0.1, 0.09, 0.08, 0.08], 'btse': [1.51, 0.53, 0.43, 0.32, 0.15, 0.08, 0.08, 0.08, 0.07, 0.05, 0.05, 0.05]})","bitmex-spot,btcturk-pro,nonkyc,fmfwio,bingx,bydfi,bitget,exmo,crypto-com,huobipro,bitrue,kucoin"
